machine_name,operational_setting_1,operational_setting_2,sensor_measurement_04,sensor_measurement_06,sensor_measurement_08,sensor_measurement_11,sensor_measurement_13,sensor_measurement_14,operational_setting_3,sensor_measurement_16
609,42.006,0.8415,1145.57,5.71,2212.47,42.76,2388.56,8142.97,100,0.02
610,9.9992,0.25,1336.64,15.5,2319.17,46.13,2388.36,8113.84,100,0.03
611,0.0023,0,1421.35,21.57,2388.51,48.16,2388.53,8193.58,100,0.03
612,34.9999,0.8411,1145.99,8,2223.25,42.44,2388.41,8084.06,100,0.02
613,25.0059,0.62,1065.1,9.03,1915.05,37.28,2027.98,7866.03,60,0.02
614,35.0067,0.8402,1151.84,7.98,2223.81,42.42,2388.97,8126.56,100,0.02
615,42.0023,0.84,1135.66,5.69,2212.46,42.67,2388.61,8141.63,100,0.02
616,0.0005,0.0005,1430.25,21.61,2388.4,48.13,2388.37,8099.78,100,0.03
617,0.0001,0,1424.42,21.55,2388.48,48.31,2388.52,8187.46,100,0.03
618,42.0076,0.84,1152.32,5.7,2212.46,42.64,2388.53,8139.19,100,0.02
619,0.0021,0.0003,1426.83,21.56,2388.53,48.21,2388.54,8196.99,100,0.03
620,25.005,0.6202,1064.21,9.03,1915.19,37.32,2028.17,7875.84,60,0.02
621,0.0016,0,1427.97,21.61,2388.64,48.16,2388.54,8191.28,100,0.03
622,42.0057,0.84,1142.92,5.69,2212.56,42.68,2388.69,8144.97,100,0.02
623,41.9985,0.8411,1152.96,5.71,2212.42,42.56,2388.57,8137.78,100,0.02
624,35.0031,0.84,1145.06,7.95,2223.83,42.31,2388.94,8127.86,100,0.02
625,0.0018,0.0005,1422.92,21.61,2388.32,48.23,2388.33,8125.93,100,0.03
626,42.0047,0.8411,1154.9,5.72,2212.34,42.67,2388.43,8111.98,100,0.02
627,10.0059,0.25,1332.44,15.5,2319.18,46.25,2388.38,8158.48,100,0.03
628,42.003,0.8403,1141.89,5.72,2213.9,42.86,2390.16,8208.79,100,0.02
629,0.0014,0,1429.4,21.58,2388.52,48.23,2388.56,8190.73,100,0.03
630,19.9981,0.7004,1270.86,13.66,2324.04,45.18,2388.16,8037.73,100,0.03
631,42.0024,0.84,1145.41,5.71,2212.46,42.79,2388.54,8138.86,100,0.02
632,42.0076,0.84,1145.11,5.72,2212.92,42.57,2389.12,8145.37,100,0.02
633,42.0028,0.8412,1144.05,5.7,2212.4,42.57,2388.59,8143.15,100,0.02
634,42.0006,0.8417,1148.69,5.68,2212.54,42.75,2388.71,8141.75,100,0.02
635,9.9982,0.25,1334.22,15.5,2319.24,46.04,2388.35,8158.55,100,0.03
636,42.0012,0.8415,1146.52,5.72,2212.23,42.69,2388.31,8106.21,100,0.02
637,41.9998,0.84,1146.87,5.72,2212.92,42.64,2389.06,8145.91,100,0.02
638,42.0047,0.8418,1149.99,5.72,2212.26,42.63,2388.33,8101.92,100,0.02
639,10.0023,0.2513,1319.12,15.46,2319.65,46.14,2388.89,8186.33,100,0.03
640,41.9984,0.8415,1154.87,5.71,2212.49,42.72,2388.58,8142.3,100,0.02
641,0.0019,0,1424.38,21.61,2388.33,48.36,2388.31,8113.07,100,0.03
642,41.9989,0.8405,1144.53,5.72,2211.65,42.63,2387.7,8075.82,100,0.02
643,42.0051,0.84,1154.09,5.72,2213.08,42.69,2389.22,8152.96,100,0.02
644,42.0054,0.84,1149.95,5.71,2212.38,42.7,2388.45,8144.26,100,0.02
645,35.0018,0.8404,1146.68,7.97,2223.82,42.47,2388.94,8124.07,100,0.02
646,0.0019,0.0003,1431.74,21.61,2388.28,48.2,2388.26,8125.67,100,0.03
647,10.0008,0.2512,1326.52,15.47,2319.62,46.06,2388.89,8187.97,100,0.03
648,10,0.2518,1331.5,15.5,2319.21,46.16,2388.36,8139.87,100,0.03
649,42.0077,0.8408,1150.76,5.71,2211.7,42.67,2387.76,8084.37,100,0.02
650,34.999,0.84,1152.11,7.96,2223.78,42.46,2388.94,8129.11,100,0.02
651,42.0062,0.84,1146.69,5.7,2212.39,42.59,2388.55,8138.5,100,0.02
652,42.002,0.84,1144.94,5.72,2212.43,42.58,2388.57,8113.71,100,0.02
653,42.0035,0.84,1151.51,5.72,2213.09,42.68,2389.23,8156.52,100,0.02
654,10.0033,0.2501,1330.49,15.5,2319.18,46.12,2388.34,8115.97,100,0.03
655,41.9987,0.8407,1146.95,5.71,2211.57,42.78,2387.53,8066.85,100,0.02
656,42.0072,0.84,1151.34,5.72,2213.43,42.6,2389.66,8175.42,100,0.02
657,10.0001,0.25,1319.55,15.5,2319.19,46.25,2388.42,8104.61,100,0.03
658,10.0024,0.2501,1328.01,15.49,2319.71,46.24,2388.87,8189.28,100,0.03
659,41.9981,0.8417,1150.23,5.72,2211.77,42.8,2387.8,8084.66,100,0.02
660,42.0048,0.8406,1143.33,5.7,2212.5,42.71,2388.61,8144.31,100,0.02
661,0.0019,0.002,1429.1,21.61,2388.22,48.05,2388.24,8171.28,100,0.03
662,10.0061,0.25,1330.01,15.47,2319.65,45.98,2388.89,8188.39,100,0.03
663,41.9981,0.84,1148.83,5.71,2212.46,42.74,2388.57,8144.47,100,0.02
664,42.0012,0.8411,1142.27,5.72,2213.81,42.58,2390.04,8199.79,100,0.02
665,41.9989,0.8407,1145.32,5.72,2212.21,42.69,2388.29,8103.43,100,0.02
666,10.0006,0.25,1332.55,15.5,2319.19,46.21,2388.41,8150.64,100,0.03
667,42.0054,0.84,1141.09,5.71,2212.38,42.49,2388.48,8141.67,100,0.02
668,42.0001,0.84,1144.43,5.72,2213.89,42.67,2390.16,8202.92,100,0.02
669,41.9984,0.8408,1147.28,5.72,2212.41,42.73,2388.53,8117.23,100,0.02
670,42.0017,0.842,1152.79,5.72,2213.71,42.46,2389.99,8194.77,100,0.02
671,42.0023,0.84,1142.37,5.72,2211.92,42.71,2388,8095.9,100,0.02
672,42.0066,0.84,1148.23,5.72,2213.15,42.61,2389.3,8157.58,100,0.02
673,20.0042,0.7013,1264.78,13.66,2324.31,45.17,2388.4,8080.12,100,0.03
674,0.0008,0,1434.12,21.61,2388.31,48.2,2388.33,8101.97,100,0.03
675,41.998,0.8405,1145.08,5.72,2212.9,42.52,2389.07,8142.26,100,0.02
676,42.0024,0.84,1138.25,5.72,2212.49,42.74,2388.63,8118.51,100,0.02
677,25.004,0.6217,1064.21,9.03,1915.46,37.57,2028.35,7882.45,60,0.02
678,10.0051,0.25,1334.46,15.5,2319.2,46.13,2388.47,8111.76,100,0.03
679,0.0016,0.0011,1428.62,21.6,2388.55,48.07,2388.56,8190.49,100,0.03
680,41.9983,0.84,1140.31,5.72,2212.81,42.61,2388.92,8140.62,100,0.02
681,42.0041,0.8408,1144.44,5.7,2212.45,42.54,2388.57,8147.73,100,0.02
682,0.0014,0.0001,1427.05,21.61,2388.29,48.32,2388.32,8122.35,100,0.03
683,10.0035,0.25,1325.12,15.5,2319.21,46.27,2388.41,8119.35,100,0.03
684,42.0064,0.84,1144.04,5.7,2212.53,42.81,2388.62,8144.55,100,0.02
685,9.9997,0.25,1326.36,15.44,2319.63,46.1,2388.86,8185.78,100,0.03
686,0.0028,0.0002,1430.92,21.61,2388.19,48.1,2388.23,8169.19,100,0.03
687,35.0022,0.84,1148.23,7.99,2223.76,42.5,2388.94,8123.07,100,0.02
688,35.0038,0.84,1141.73,8,2223.76,42.42,2388.91,8120.04,100,0.02
689,20.0002,0.7004,1272.71,13.66,2324.56,45,2388.69,8119.39,100,0.03
690,42.0036,0.8407,1141.63,5.7,2212.46,42.76,2388.64,8142.77,100,0.02
691,42,0.84,1147.69,5.72,2211.41,42.7,2387.41,8067.47,100,0.02
692,42.0031,0.84,1149.26,5.71,2211.62,42.72,2387.67,8072.1,100,0.02
693,42.0028,0.8417,1142.1,5.72,2212.52,42.65,2388.61,8123.24,100,0.02
694,42.007,0.84,1151.3,5.72,2211.31,42.74,2387.4,8058.88,100,0.02
695,41.999,0.84,1152.06,5.71,2212.41,42.71,2388.58,8141.84,100,0.02
696,41.9983,0.8405,1147.9,5.69,2212.53,42.74,2388.59,8147.44,100,0.02
697,42.0066,0.841,1144.67,5.71,2212.12,42.62,2388.25,8103.38,100,0.02
698,42.005,0.8418,1144.82,5.7,2212.49,42.68,2388.59,8149.11,100,0.02
699,0.0022,0.0016,1431.06,21.58,2388.51,48.13,2388.52,8193.04,100,0.03
700,41.9988,0.84,1147.33,5.72,2211.39,42.78,2387.43,8069.14,100,0.02
701,35.0078,0.8416,1150.13,8,2223.09,42.47,2388.15,8070.6,100,0.02
702,42.0014,0.8415,1141.82,5.72,2211.55,42.88,2387.61,8080.78,100,0.02
703,42.0031,0.84,1138.62,5.7,2212.51,42.49,2388.58,8141.49,100,0.02
704,42.0059,0.8416,1144.39,5.72,2212.9,42.66,2389.03,8146.16,100,0.02
705,10.0029,0.2512,1332.77,15.5,2319.19,46.08,2388.45,8135.16,100,0.03
706,25.0007,0.62,1066.95,9.03,1914.85,37.21,2027.69,7861.09,60,0.02
707,42.0065,0.8414,1142.27,5.69,2212.49,42.66,2388.62,8142.68,100,0.02
708,0.0013,0.0001,1430.34,21.61,2388.28,48.31,2388.33,8120.43,100,0.03
709,42.003,0.84,1147.45,5.69,2212.52,42.6,2388.66,8144.33,100,0.02
