machine_name,operational_setting_1,operational_setting_2,sensor_measurement_01,sensor_measurement_02,sensor_measurement_03,sensor_measurement_04,sensor_measurement_05,sensor_measurement_06,sensor_measurement_07,sensor_measurement_08,sensor_measurement_09,sensor_measurement_10,sensor_measurement_11,sensor_measurement_13,sensor_measurement_14,sensor_measurement_15,sensor_measurement_17,sensor_measurement_18,sensor_measurement_19,sensor_measurement_20,sensor_measurement_21,operational_setting_3,sensor_measurement_16,status,cycle,label
260,42.0019,0.84,445,550.47,1369.98,1155.57,3.91,5.72,138.01,2213.12,8405.23,1.02,42.92,2389.31,8157.39,9.4221,334,2212,100,10.68,6.3567,100,0.02,FALSE,212,0
261,42.0017,0.84,445,550.28,1364.2,1138.4,3.91,5.72,138.21,2211.88,8333.85,1.02,42.62,2387.94,8089.72,9.4482,333,2212,100,10.47,6.2336,100,0.02,FALSE,224,0
262,10.0052,0.25,489.05,605.77,1514.74,1333.3,10.52,15.5,393.15,2319.16,8819.19,1.26,45.97,2388.4,8166.76,8.7828,374,2319,100,28.22,16.8982,100,0.03,TRUE,194,1
263,42.0037,0.84,445,550.57,1356.55,1140.4,3.91,5.72,137.89,2212.16,8346.99,1.02,42.84,2388.18,8105.14,9.4964,335,2212,100,10.39,6.2271,100,0.02,FALSE,203,0
264,42.0005,0.8413,445,550.35,1363.47,1146.23,3.91,5.71,138.18,2211.7,8331.45,1.02,42.68,2387.79,8077.82,9.4424,334,2212,100,10.37,6.2387,100,0.02,FALSE,249,0
265,34.998,0.84,449.44,556.39,1384.71,1147.46,5.48,8,193.65,2223.05,8355.95,1.02,42.53,2388.09,8070.31,9.4489,337,2223,100,14.62,8.759,100,0.02,TRUE,165,1
266,41.9992,0.84,445,550.74,1361.58,1145.17,3.91,5.72,137.76,2211.53,8314.65,1.02,42.73,2387.6,8069.12,9.4547,333,2212,100,10.62,6.3042,100,0.02,FALSE,204,0
267,10.0078,0.2505,489.05,605.7,1520,1324.93,10.52,15.5,393.31,2319.18,8796.05,1.26,46.22,2388.42,8145.41,8.7517,372,2319,100,28.23,16.8509,100,0.03,FALSE,232,0
268,42.0002,0.84,445,549.98,1364.79,1153.04,3.91,5.72,138.35,2212.05,8344.85,1.02,42.78,2388.13,8099.36,9.4536,334,2212,100,10.65,6.2684,100,0.02,FALSE,217,0
269,42.0071,0.84,445,550.44,1370.34,1145.35,3.91,5.72,138.47,2212.63,8379.07,1.02,42.58,2388.8,8131.86,9.4386,333,2212,100,10.67,6.2906,100,0.02,TRUE,185,1
270,41.9998,0.8412,445,551.13,1359.24,1141.84,3.91,5.72,137.78,2211.89,8335.28,1.02,42.82,2387.98,8086.92,9.453,333,2212,100,10.49,6.1991,100,0.02,TRUE,179,1
271,42.0003,0.84,445,550.94,1362.26,1143.45,3.91,5.72,138.78,2213.24,8406.13,1.02,42.69,2389.38,8165.37,9.3747,333,2212,100,10.45,6.4085,100,0.02,FALSE,258,0
272,42.0027,0.8419,445,550.27,1359.5,1144.58,3.91,5.72,137.67,2212.84,8388.83,1.02,42.77,2388.98,8142.44,9.4733,335,2212,100,10.42,6.3343,100,0.02,TRUE,174,1
273,0.0025,0,518.67,644.1,1604,1426.44,14.62,21.61,550.77,2388.39,9027.38,1.3,48.32,2388.33,8109.43,8.55,397,2388,100,38.42,23.0735,100,0.03,TRUE,151,1
274,42.0047,0.84,445,550.3,1366.27,1148.8,3.91,5.72,138.27,2213.04,8402.11,1.03,42.57,2389.21,8147.88,9.4429,334,2212,100,10.42,6.2487,100,0.02,TRUE,193,1
275,9.9991,0.25,489.05,606.22,1511.12,1332.72,10.52,15.5,392.68,2319.21,8875.8,1.26,45.95,2388.39,8211.12,8.7447,373,2319,100,28.31,16.9722,100,0.03,FALSE,202,0
276,20.0009,0.7,491.19,608.38,1496.41,1270.39,9.35,13.66,333.74,2324.05,8722.03,1.07,45.18,2388.2,8054.65,9.3429,368,2324,100,24.28,14.5,100,0.03,TRUE,164,1
277,41.9981,0.84,445,550.55,1360.96,1147.28,3.91,5.72,138.28,2212.79,8389.69,1.02,42.56,2388.99,8139.96,9.3988,336,2212,100,10.58,6.2909,100,0.02,TRUE,181,1
278,10.0056,0.2515,489.05,605.98,1514.5,1323.41,10.52,15.5,392.45,2319.19,8752.89,1.26,46.07,2388.43,8103.82,8.7667,372,2319,100,28.13,17.0799,100,0.03,TRUE,148,1
279,9.9992,0.2518,489.05,605.79,1511.98,1332.1,10.52,15.5,392.3,2319.21,8771.37,1.26,46.02,2388.41,8116.96,8.7416,371,2319,100,28.15,16.8431,100,0.03,TRUE,181,1
280,41.9985,0.8405,445,550.78,1366.31,1143.61,3.91,5.72,138.05,2213.82,8442.81,1.03,42.72,2390.09,8197.89,9.4096,336,2212,100,10.43,6.2819,100,0.02,FALSE,297,0
281,0.0018,0.0005,518.67,643.53,1599.51,1436,14.62,21.61,551.98,2388.28,9056.64,1.3,48.1,2388.24,8122.26,8.5547,395,2388,100,38.28,22.9695,100,0.03,FALSE,255,0
282,10.0026,0.2512,489.05,606.14,1509.11,1337.3,10.52,15.5,392.04,2319.19,8762.64,1.26,46.03,2388.46,8111.55,8.7469,372,2319,100,28.34,16.9806,100,0.03,TRUE,200,1
283,42.004,0.84,445,550.65,1364.91,1146.69,3.91,5.72,138.58,2211.78,8328.25,1.02,42.78,2387.88,8086.22,9.4449,334,2212,100,10.53,6.3383,100,0.02,FALSE,207,0
284,42.0019,0.84,445,550.87,1373.18,1147.1,3.91,5.72,138.71,2213.46,8423.47,1.03,42.46,2389.67,8172.09,9.4116,334,2212,100,10.45,6.1915,100,0.02,TRUE,171,1
285,35.0029,0.84,449.44,556.32,1376.5,1138.91,5.48,8,194.35,2222.92,8347.63,1.02,42.65,2388.05,8061.95,9.4078,338,2223,100,14.49,8.8203,100,0.02,TRUE,162,1
286,41.9994,0.84,445,550.72,1361.77,1150.93,3.91,5.72,139.36,2213.3,8418.66,1.03,42.78,2389.5,8172.06,9.4301,334,2212,100,10.3,6.4011,100,0.02,TRUE,194,1
287,41.9985,0.8402,445,550.11,1363.08,1144.28,3.91,5.72,137.88,2211.56,8315.18,1.02,42.66,2387.63,8074.88,9.4686,333,2212,100,10.41,6.2625,100,0.02,TRUE,168,1
288,20.0053,0.7,491.19,608.16,1499.29,1269.01,9.35,13.66,333.41,2324.14,8728.18,1.07,45.08,2388.27,8051.05,9.3542,368,2324,100,24.21,14.4826,100,0.03,TRUE,148,1
289,10.003,0.25,489.05,605.93,1515.71,1328.82,10.52,15.5,392.72,2319.18,8772.13,1.26,46.18,2388.41,8109.39,8.7637,371,2319,100,28.41,17.0158,100,0.03,FALSE,209,0
290,10,0.2513,489.05,606.14,1513.56,1330.63,10.52,15.5,392.39,2319.21,8773.65,1.26,46.1,2388.47,8108.45,8.7457,373,2319,100,28.35,16.9035,100,0.03,FALSE,257,0
291,41.9994,0.84,445,551.09,1369.91,1146.42,3.91,5.72,138.6,2213.03,8398.23,1.03,42.68,2389.19,8153.64,9.4454,334,2212,100,10.66,6.2976,100,0.02,FALSE,219,0
292,9.9984,0.25,489.05,605.88,1514.11,1328.75,10.52,15.5,393.97,2319.18,8756.92,1.26,46.22,2388.43,8098.7,8.7133,374,2319,100,28.19,16.9154,100,0.03,TRUE,133,1
293,42.005,0.8404,445,550.66,1365.69,1144.69,3.91,5.72,138.42,2212.9,8396.92,1.02,42.55,2389.12,8148.46,9.4485,336,2212,100,10.47,6.2699,100,0.02,TRUE,172,1
294,10.0056,0.2515,489.05,605.74,1511.47,1327.46,10.52,15.5,393,2319.25,8753.74,1.26,46.01,2388.49,8098.79,8.7393,373,2319,100,28.18,16.9617,100,0.03,TRUE,148,1
295,42.002,0.84,445,550.77,1369.22,1145.01,3.91,5.72,138.41,2212.44,8374.05,1.02,42.75,2388.57,8113.39,9.4562,334,2212,100,10.59,6.3561,100,0.02,TRUE,190,1
296,10.0016,0.25,489.05,605.9,1514.55,1323.31,10.52,15.5,392.7,2319.15,8799.68,1.26,46.11,2388.34,8131.8,8.7322,373,2319,100,28.3,16.9767,100,0.03,FALSE,239,0
297,10.0009,0.252,489.05,605.73,1511.88,1329.24,10.52,15.5,393.33,2319.18,8770.28,1.26,46,2388.4,8115.85,8.7344,372,2319,100,28.12,16.9275,100,0.03,TRUE,154,1
298,41.9988,0.8401,445,550.13,1368.11,1139.28,3.91,5.72,138.37,2211.63,8321.14,1.02,42.56,2387.63,8082.04,9.4595,332,2212,100,10.36,6.3091,100,0.02,FALSE,205,0
299,10.0001,0.2508,489.05,606.39,1518.42,1326.6,10.52,15.5,392.67,2319.22,8860.71,1.26,45.95,2388.37,8197.45,8.7599,374,2319,100,28.25,16.9013,100,0.03,FALSE,219,0
300,42.0008,0.8407,445,550.67,1371.42,1143.94,3.91,5.72,138.12,2212.42,8366.57,1.02,42.52,2388.46,8120.08,9.4332,335,2212,100,10.55,6.2166,100,0.02,FALSE,227,0
301,34.9996,0.8414,449.44,557.1,1381.4,1155,5.48,8.01,194.27,2224.47,8443.9,1.02,42.44,2389.74,8150.7,9.4187,339,2223,100,14.71,8.7097,100,0.02,TRUE,191,1
302,20.0042,0.7013,491.19,608.39,1494.23,1279.75,9.35,13.66,333.02,2324.33,8756.95,1.08,45.07,2388.44,8078.7,9.327,370,2324,100,24.31,14.5619,100,0.03,TRUE,197,1
303,42.0023,0.84,445,550.63,1355.72,1148,3.91,5.72,138.12,2211.58,8321.53,1.02,42.85,2387.68,8070.77,9.4493,333,2212,100,10.44,6.2781,100,0.02,FALSE,269,0
304,42.003,0.84,445,550.56,1357.47,1138.67,3.91,5.72,138.05,2212.83,8388.89,1.02,42.87,2388.93,8136.79,9.4666,335,2212,100,10.54,6.3481,100,0.02,FALSE,237,0
305,35.0005,0.84,449.44,557.07,1377.53,1151.97,5.48,8,194.08,2222.83,8342.99,1.02,42.65,2387.85,8056.65,9.4141,338,2223,100,14.63,8.8545,100,0.02,TRUE,198,1
306,42.0028,0.84,445,550.62,1370.2,1140.39,3.91,5.72,139.15,2214.02,8457.4,1.03,42.63,2390.23,8208.21,9.4127,334,2212,100,10.59,6.298,100,0.02,FALSE,221,0
307,42.0079,0.84,445,551.2,1370.89,1147.23,3.91,5.72,138.1,2212.06,8341.61,1.02,42.69,2388.15,8102.66,9.4621,333,2212,100,10.52,6.3082,100,0.02,TRUE,184,1
308,25.0064,0.62,462.54,536.92,1263.29,1058.96,7.05,9.03,174.98,1915.23,8012.59,0.94,37.29,2028.1,7870.78,11.0139,309,1915,84.93,14.05,8.5393,60,0.02,TRUE,150,1
309,42.0034,0.84,445,550.34,1363.66,1154.1,3.91,5.72,138.7,2211.91,8337.16,1.02,42.7,2387.94,8097.58,9.4816,334,2212,100,10.5,6.3007,100,0.02,FALSE,201,0
310,41.9985,0.8401,445,551.03,1364.87,1138.32,3.91,5.72,137.78,2211.75,8319.04,1.02,42.68,2387.81,8089.3,9.4911,334,2212,100,10.38,6.3091,100,0.02,TRUE,184,1
311,42,0.84,445,550.76,1368.5,1149.1,3.91,5.72,138.26,2213.38,8423.51,1.03,42.74,2389.64,8175.4,9.4315,334,2212,100,10.41,6.3391,100,0.02,FALSE,214,0
312,25.0042,0.62,462.54,537.43,1272.71,1070.86,7.05,9.03,175.12,1914.94,7994.24,0.93,37.35,2027.71,7857.97,11.0141,309,1915,84.93,14.03,8.3825,60,0.02,TRUE,149,1
313,42.003,0.8403,445,550.77,1369.44,1149.08,3.91,5.72,138.94,2213.9,8459.16,1.03,42.58,2390.1,8210.66,9.392,335,2212,100,10.69,6.2078,100,0.02,TRUE,196,1
314,41.9994,0.8411,445,550.89,1363.97,1143.01,3.91,5.72,138.74,2212.28,8350.63,1.02,42.78,2388.31,8108.56,9.4613,332,2212,100,10.36,6.1725,100,0.02,TRUE,146,1
315,42.0071,0.8412,445,550.87,1369.16,1144.72,3.91,5.72,138.81,2213.63,8431.87,1.03,42.77,2389.85,8185.67,9.4202,334,2212,100,10.43,6.3021,100,0.02,FALSE,226,0
316,0.0008,0,518.67,643.95,1598.25,1431.64,14.62,21.61,550.64,2388.23,9078.76,1.3,48.24,2388.24,8145.52,8.541,397,2388,100,38.3,23.0232,100,0.03,FALSE,229,0
317,19.9985,0.7,491.19,608.28,1496.17,1275.66,9.35,13.66,333.17,2324.1,8719.4,1.07,45.1,2388.24,8050.39,9.3547,369,2324,100,24.37,14.6013,100,0.03,TRUE,162,1
318,0.0014,0,518.67,643.96,1599.61,1434.58,14.62,21.61,551.11,2388.19,9106.87,1.3,48.25,2388.21,8175.32,8.5324,395,2388,100,38.49,22.9637,100,0.03,FALSE,237,0
319,42.0026,0.84,445,550.22,1369.7,1146.76,3.91,5.72,137.63,2211.56,8320.27,1.02,42.68,2387.62,8080.88,9.4447,336,2212,100,10.53,6.3094,100,0.02,TRUE,156,1
320,42.0028,0.84,445,551.04,1365.5,1149.74,3.91,5.72,138.03,2211.77,8323.59,1.02,42.7,2387.77,8083.29,9.4584,333,2212,100,10.4,6.2911,100,0.02,FALSE,234,0
321,42.0067,0.84,445,550.56,1365.35,1147.35,3.91,5.72,138.41,2212.77,8381.67,1.02,42.7,2388.9,8134.9,9.4036,334,2212,100,10.56,6.3237,100,0.02,TRUE,178,1
322,10.0017,0.2508,489.05,605.6,1513.31,1331.59,10.52,15.5,392.88,2319.17,8781.19,1.26,46.06,2388.43,8117.85,8.735,374,2319,100,28.25,17.053,100,0.03,TRUE,195,1
323,42.003,0.84,445,550.81,1374.16,1143.35,3.91,5.72,137.85,2213.22,8414.25,1.03,42.72,2389.45,8164,9.3921,335,2212,100,10.61,6.2673,100,0.02,FALSE,218,0
324,20.0026,0.7018,491.19,608.48,1497.56,1267.03,9.35,13.66,333.09,2324.14,8704.66,1.07,45.11,2388.17,8051.04,9.3084,367,2324,100,24.26,14.566,100,0.03,TRUE,174,1
325,10.0042,0.25,489.05,606.38,1505.4,1331.34,10.52,15.5,392.56,2319.17,8780.69,1.26,45.98,2388.41,8130.66,8.7065,372,2319,100,28.27,16.9566,100,0.03,TRUE,156,1
326,42.006,0.84,445,550.48,1356.79,1146.32,3.91,5.71,138.03,2211.66,8329.91,1.02,42.71,2387.75,8081.78,9.4502,333,2212,100,10.45,6.2383,100,0.02,TRUE,178,1
327,42.0052,0.84,445,550.97,1370.17,1148.14,3.91,5.72,138.32,2212.74,8382.91,1.02,42.65,2388.93,8137.62,9.4339,334,2212,100,10.68,6.1866,100,0.02,TRUE,184,1
328,42.0061,0.84,445,549.85,1366.4,1146.51,3.91,5.72,138.58,2213.02,8398.79,1.02,42.95,2389.18,8149.63,9.4084,335,2212,100,10.29,6.2516,100,0.02,FALSE,262,0
329,41.9981,0.8417,445,550.25,1364.65,1149.04,3.91,5.72,138.24,2211.75,8325.85,1.02,42.72,2387.82,8082.19,9.4633,333,2212,100,10.45,6.3395,100,0.02,TRUE,176,1
330,42.0022,0.84,445,550.44,1378.13,1142.93,3.91,5.72,138.55,2212.13,8350.79,1.02,42.69,2388.32,8110.35,9.4738,334,2212,100,10.49,6.2794,100,0.02,TRUE,186,1
331,0.0016,0.0018,518.67,644.04,1606.32,1428.5,14.62,21.61,550.92,2388.26,9036.87,1.3,48.2,2388.28,8114.88,8.5309,398,2388,100,38.41,23.1117,100,0.03,TRUE,144,1
332,41.9998,0.84,445,550.67,1369.88,1146.74,3.91,5.72,138.58,2212.94,8393.09,1.03,42.61,2389.09,8147.76,9.4536,335,2212,100,10.56,6.2813,100,0.02,FALSE,242,0
333,42.0051,0.84,445,550.62,1373.34,1144.59,3.91,5.72,138.6,2213.04,8397.36,1.02,42.67,2389.19,8147.92,9.4206,335,2212,100,10.49,6.2084,100,0.02,TRUE,190,1
334,9.9995,0.2501,489.05,605.76,1508.02,1334.59,10.52,15.5,394.08,2319.21,8761.59,1.26,46.12,2388.41,8106.99,8.7932,372,2319,100,28.44,16.9477,100,0.03,TRUE,159,1
335,0.0001,0,518.67,643.64,1599.1,1433.27,14.62,21.61,551.34,2388.33,9048.19,1.3,48.11,2388.28,8118.52,8.5216,394,2388,100,38.39,22.9911,100,0.03,TRUE,183,1
336,42.0077,0.8408,445,550.38,1363.57,1141.93,3.91,5.72,138.84,2211.77,8327.79,1.02,42.87,2387.72,8082.34,9.4976,333,2212,100,10.52,6.2508,100,0.02,FALSE,239,0
337,42.0031,0.84,445,549.94,1369.86,1144.31,3.91,5.72,138,2212.23,8352.07,1.02,42.55,2388.28,8108.56,9.4617,333,2212,100,10.47,6.1865,100,0.02,FALSE,209,0
338,35.0079,0.8401,449.44,557.07,1374.94,1153.58,5.48,8,194.15,2222.56,8337.85,1.02,42.67,2387.68,8050.36,9.416,336,2223,100,14.48,8.7906,100,0.02,TRUE,156,1
339,10.0059,0.25,489.05,605.37,1514.76,1333.83,10.52,15.5,392.93,2319.2,8817.03,1.26,46.19,2388.44,8152.66,8.7423,374,2319,100,28.18,16.8378,100,0.03,FALSE,263,0
340,0.0018,0,518.67,643.76,1597.58,1422.36,14.62,21.61,551.2,2388.28,9051.64,1.3,48.12,2388.25,8125.31,8.538,397,2388,100,38.44,23.1539,100,0.03,FALSE,266,0
341,10.0049,0.2515,489.05,606.36,1511.71,1338.99,10.52,15.5,392.69,2319.27,8855.33,1.26,45.94,2388.38,8189.54,8.7536,372,2319,100,28.19,16.8979,100,0.03,TRUE,183,1
342,42.0019,0.84,445,550.26,1360.07,1150.4,3.91,5.72,138.05,2213.68,8438.59,1.03,42.62,2389.86,8188.74,9.4053,335,2212,100,10.59,6.3793,100,0.02,FALSE,273,0
343,42.0017,0.8415,445,550.07,1373.83,1140.94,3.91,5.72,139.66,2213.19,8405.28,1.03,42.86,2389.26,8163.62,9.4153,334,2212,100,10.4,6.231,100,0.02,FALSE,230,0
344,0.0008,0,518.67,643.56,1607.4,1432.03,14.62,21.61,551.48,2388.3,9026.68,1.3,48.19,2388.26,8103.87,8.5179,397,2388,100,38.51,22.9688,100,0.03,TRUE,128,1
345,42.0024,0.8411,445,550.38,1364.41,1143.62,3.91,5.72,137.68,2212.56,8375.72,1.02,42.8,2388.68,8126.94,9.428,334,2212,100,10.39,6.3203,100,0.02,FALSE,253,0
346,42.0007,0.84,445,550.47,1364.78,1143.15,3.91,5.72,137.97,2212.41,8364.09,1.02,42.72,2388.57,8119.74,9.4425,334,2212,100,10.49,6.3807,100,0.02,TRUE,194,1
347,25.0041,0.62,462.54,536.91,1268.32,1069.04,7.05,9.03,175.04,1915.55,8023.11,0.94,37.24,2028.51,7889.73,11.0221,310,1915,84.93,14.13,8.4487,60,0.02,TRUE,197,1
348,0.0015,0,518.67,644,1605.74,1429.64,14.62,21.61,551.82,2388.23,9076.49,1.3,48.34,2388.21,8147.85,8.5119,397,2388,100,38.41,23.0933,100,0.03,FALSE,234,0
349,41.9983,0.84,445,551.07,1359.87,1142.85,3.91,5.72,138.07,2212.82,8381.74,1.03,42.7,2389,8144,9.4452,334,2212,100,10.52,6.3156,100,0.02,FALSE,202,0
350,25.0051,0.62,462.54,537.39,1266.45,1068.75,7.05,9.03,175.19,1914.87,7992.62,0.94,37.37,2027.74,7850.96,10.9845,309,1915,84.93,14.16,8.3303,60,0.02,TRUE,184,1
351,41.9988,0.84,445,550.54,1367.29,1145.99,3.91,5.72,138.51,2212.83,8392.67,1.02,42.61,2389.02,8144.66,9.4529,333,2212,100,10.35,6.3534,100,0.02,FALSE,266,0
352,10.0014,0.2514,489.05,605.61,1515.14,1328.75,10.52,15.5,392.58,2319.22,8758.26,1.26,46.3,2388.41,8102.51,8.7379,375,2319,100,28.3,16.9614,100,0.03,TRUE,135,1
353,9.9992,0.25,489.05,605.71,1511.45,1338,10.52,15.5,392.42,2319.19,8766.81,1.26,45.96,2388.34,8114.17,8.7126,372,2319,100,28.4,16.9017,100,0.03,TRUE,149,1
354,25.0024,0.6203,462.54,537.31,1267.14,1075.12,7.05,9.03,175.25,1914.96,8001.17,0.94,37.46,2027.84,7855.14,11.0009,310,1915,84.93,14.04,8.3758,60,0.02,FALSE,260,0
355,42.0058,0.8419,445,550.22,1362.53,1143.87,3.91,5.72,137.87,2211.9,8333.76,1.02,42.79,2387.97,8091.37,9.4993,333,2212,100,10.55,6.3297,100,0.02,FALSE,340,0
356,0.0019,0.0003,518.67,643.15,1597.21,1425.84,14.62,21.61,551.24,2388.32,9064.79,1.3,48.36,2388.29,8128.22,8.5586,396,2388,100,38.62,23.0771,100,0.03,TRUE,163,1
357,42.0077,0.8411,445,550.84,1369,1146.53,3.91,5.72,138.38,2213.35,8421.85,1.03,42.7,2389.5,8171.37,9.4156,336,2212,100,10.47,6.3085,100,0.02,FALSE,309,0
358,9.9984,0.25,489.05,606.05,1513.93,1326.79,10.52,15.5,393.03,2319.17,8783.4,1.26,46.08,2388.46,8124.16,8.7392,372,2319,100,28.32,16.9473,100,0.03,TRUE,143,1
359,41.9989,0.8405,445,550.6,1366.52,1149.97,3.91,5.71,137.82,2211.63,8319.68,1.02,42.73,2387.73,8075.91,9.4882,333,2212,100,10.3,6.2778,100,0.02,FALSE,205,0
360,35.0036,0.84,449.44,556.64,1374.61,1145.52,5.48,8.01,194.33,2225.12,8478.44,1.02,42.5,2390.38,8185.35,9.3998,338,2223,100,14.75,8.8446,100,0.02,FALSE,316,0
361,0.0043,-0.0001,518.67,643.94,1599.54,1434.33,14.62,21.61,551.6,2388.25,9076.3,1.3,48.34,2388.23,8149.15,8.5313,398,2388,100,38.35,23.0707,100,0.03,FALSE,259,0
362,-0.0023,0.0004,518.67,643.35,1595.93,1419.99,14.62,21.58,568.81,2388.53,9123.93,1.31,48.08,2388.51,8190.81,8.2588,397,2388,100,39.72,23.8854,100,0.03,FALSE,253,0
363,-0.0015,-0.0002,518.67,644.23,1598.25,1424.21,14.62,21.61,551,2388.2,9088.06,1.3,47.95,2388.17,8163.26,8.502,396,2388,100,38.37,23.1134,100,0.03,FALSE,222,0
364,0.001,0.0004,518.67,643.67,1597.02,1426.14,14.62,21.61,550.74,2388.32,9043.81,1.3,48.2,2388.34,8116.35,8.5314,397,2388,100,38.42,23.0814,100,0.03,FALSE,272,0
365,-0.0017,-0.0005,518.67,643.58,1608.57,1437.97,14.62,21.61,551.7,2388.18,9119.82,1.3,48.32,2388.21,8178.97,8.5134,397,2388,100,38.23,23.032,100,0.03,FALSE,213,0
366,-0.0002,-0.0005,518.67,643.99,1604.79,1429.1,14.62,21.61,551.34,2388.26,9080.56,1.3,48.19,2388.27,8152.09,8.5181,397,2388,100,38.39,23.0311,100,0.03,FALSE,278,0
367,-0.0014,-0.0001,518.67,642.71,1607.4,1428.6,14.62,21.57,568.95,2388.46,9128.34,1.32,48.31,2388.53,8193.34,8.2187,396,2388,100,39.47,23.6652,100,0.03,FALSE,424,0
368,-0.0023,0.0001,518.67,643.59,1600.18,1426.91,14.62,21.61,551.17,2388.28,9077.81,1.3,48.22,2388.23,8148.89,8.4872,398,2388,100,38.47,23.0655,100,0.03,FALSE,267,0
369,0.001,-0.0002,518.67,643.26,1600.8,1429.76,14.62,21.6,569.3,2388.52,9120.83,1.32,48.2,2388.51,8193.86,8.2254,398,2388,100,39.72,23.7265,100,0.03,FALSE,406,0
370,0.0022,0.0004,518.67,643.22,1607.41,1423.66,14.62,21.45,565.5,2388.39,9124.78,1.31,48.3,2388.37,8187.71,8.2211,395,2388,100,39.51,23.5857,100,0.03,FALSE,481,0
371,0.0019,-0.0001,518.67,643.42,1608.54,1429.92,14.62,21.57,567.83,2388.56,9133.21,1.32,48.2,2388.55,8192.05,8.1932,396,2388,100,39.79,23.8879,100,0.03,TRUE,197,1
372,-0.0001,-0.0002,518.67,643.44,1606.85,1432.52,14.62,21.61,551.61,2388.29,9065.54,1.3,48.12,2388.22,8138.23,8.5543,396,2388,100,38.5,23.1037,100,0.03,TRUE,170,1
373,0.0015,0,518.67,643.74,1606.61,1429.21,14.62,21.61,551.13,2388.23,9166.55,1.3,48.27,2388.2,8224.28,8.5094,398,2388,100,38.39,22.9698,100,0.03,TRUE,185,1
374,0.0003,0,518.67,643.69,1598.37,1431.9,14.62,21.61,551.6,2388.29,9035.06,1.3,48.21,2388.29,8117.88,8.5308,397,2388,100,38.52,23.1236,100,0.03,FALSE,207,0
375,-0.0038,0.0004,518.67,643.4,1607.78,1426.67,14.62,21.61,551.13,2388.23,9075.6,1.3,48.25,2388.27,8149.91,8.5214,394,2388,100,38.54,23.0567,100,0.03,FALSE,202,0
376,-0.0017,0.0003,518.67,642.72,1607.29,1424.27,14.62,21.61,568.96,2388.59,9125.11,1.32,48.31,2388.5,8192.94,8.2317,397,2388,100,39.57,23.7558,100,0.03,FALSE,344,0
377,0.0028,-0.0002,518.67,643.35,1609.16,1431.28,14.62,21.58,568.89,2388.57,9131.57,1.32,48.31,2388.53,8199.44,8.2493,397,2388,100,39.57,23.8203,100,0.03,FALSE,312,0
378,-0.0001,0.0004,518.67,643.33,1598.82,1425.05,14.62,21.56,568.5,2388.51,9131.05,1.31,48.27,2388.48,8197.58,8.2528,397,2388,100,39.64,23.7588,100,0.03,FALSE,447,0
379,0.0006,0.0004,518.67,643.31,1601.04,1426.21,14.62,21.61,570.22,2388.58,9126.1,1.32,48.33,2388.59,8192.35,8.2462,398,2388,100,39.73,23.7624,100,0.03,FALSE,229,0
380,0.0002,0.0003,518.67,643.43,1602.8,1430.2,14.62,21.58,568.69,2388.59,9125.67,1.32,48.44,2388.51,8194.58,8.2058,398,2388,100,39.71,23.808,100,0.03,FALSE,338,0
381,0.0003,0.0001,518.67,643.7,1598.56,1433.83,14.62,21.58,568.54,2388.56,9121.64,1.32,48.14,2388.52,8193.06,8.2153,396,2388,100,39.58,23.7295,100,0.03,FALSE,220,0
382,0.0015,-0.0003,518.67,643.52,1600.23,1435.85,14.62,21.61,551.34,2388.23,9086.76,1.3,48.05,2388.25,8149.5,8.5181,396,2388,100,38.39,23.0418,100,0.03,TRUE,192,1
383,-0.0009,-0.0005,518.67,643.75,1602.69,1429.25,14.62,21.61,551.02,2388.32,9049.05,1.3,48.19,2388.3,8120.13,8.5209,397,2388,100,38.37,23.0284,100,0.03,TRUE,196,1
384,-0.0016,-0.0004,518.67,643.54,1598.99,1432.77,14.62,21.56,568.75,2388.49,9130.73,1.32,48.1,2388.51,8196.59,8.232,398,2388,100,39.69,23.75,100,0.03,FALSE,494,0
385,0.0015,-0.0002,518.67,643.69,1605.85,1431.83,14.62,21.61,551.62,2388.16,9176.7,1.3,48.06,2388.18,8238.47,8.5213,395,2388,100,38.22,23.0371,100,0.03,TRUE,193,1
386,-0.0008,0.0005,518.67,644.11,1597.14,1429.32,14.62,21.61,551.43,2388.2,9076.8,1.3,48.11,2388.21,8154.58,8.5331,395,2388,100,38.47,22.9894,100,0.03,FALSE,243,0
387,0.0012,-0.0003,518.67,643.59,1601.65,1428.9,14.62,21.57,568.8,2388.56,9126.07,1.32,48.05,2388.55,8192.99,8.2175,396,2388,100,39.75,23.8333,100,0.03,FALSE,320,0
388,-0.0043,-0.0001,518.67,643.06,1601.06,1425.89,14.62,21.61,551.63,2388.23,9065.28,1.3,48.17,2388.24,8134.3,8.4979,396,2388,100,38.44,23.0279,100,0.03,TRUE,200,1
389,-0.0022,0,518.67,643.72,1604.6,1428.02,14.62,21.61,551.53,2388.24,9076.13,1.3,48.08,2388.23,8146.5,8.528,398,2388,100,38.31,23.0394,100,0.03,FALSE,223,0
390,-0.0009,-0.0005,518.67,644,1603.34,1437.5,14.62,21.61,552.69,2388.45,9228.91,1.3,48.1,2388.42,8278.39,8.5535,398,2388,100,38.39,23.012,100,0.03,FALSE,218,0
391,-0.001,-0.0004,518.67,643.62,1600.41,1427.2,14.62,21.61,551.13,2388.27,9067.5,1.3,48.28,2388.3,8142.41,8.5365,396,2388,100,38.2,23.0513,100,0.03,TRUE,183,1
