hr,operational_setting_1,operational_setting_2,sensor_measurement_01,sensor_measurement_02,sensor_measurement_03,sensor_measurement_04,sensor_measurement_05,sensor_measurement_06,sensor_measurement_07,sensor_measurement_08,sensor_measurement_09,sensor_measurement_10,sensor_measurement_11,sensor_measurement_13,sensor_measurement_14,sensor_measurement_15,sensor_measurement_17,sensor_measurement_18,sensor_measurement_19,sensor_measurement_20,sensor_measurement_21,operational_setting_3,sensor_measurement_16,t,e
226,0.999969058,0.998456973,0,0.126647617,0.303079695,0.225106528,0,0.002510986,0.003134941,0.627513875,0.283801959,0.230769231,0.498687664,0.994045978,0.583363447,0.452645899,0.293478261,0.627906977,1,0.007089804,0.010326762,1,0,199,1
227,0.238262757,0.297329377,0.597936745,0.637385934,0.711475222,0.709748255,0.617180205,0.616446955,0.589161403,0.853525228,0.609633031,0.846153846,0.795275591,0.994514582,0.560913362,0.194579133,0.706521739,0.854122622,1,0.606684673,0.604252723,1,1,256,0
228,0.238129467,0.298160237,0.597936745,0.636003318,0.7192245,0.70441534,0.617180205,0.616446955,0.59063667,0.853398611,0.680726775,0.846153846,0.793525809,0.994652406,0.744398771,0.196462832,0.717391304,0.854122622,1,0.606684673,0.606463602,1,1,303,0
229,0.999783404,0.999406528,0,0.126002397,0.278745246,0.223459598,0,0.002510986,0.002305103,0.626374322,0.261589641,0.230769231,0.480314961,0.992336954,0.494421357,0.449994768,0.293478261,0.627906977,1,0.009453072,0.010886478,1,0,202,0
230,0.595322478,0.736498516,0.238088774,0.00147479,0.022075434,0.02402426,0.29318394,0.210295041,0.088585127,0.000126617,0,0.025641026,0.014873141,0.000137825,0.007159635,0.98779084,0.02173913,0,0,0.127278866,0.135182635,0,0,182,1
231,0.476178009,0.831928783,0.626985204,0.664485206,0.694832862,0.547669464,0.507936508,0.50094162,0.453068093,0.864730833,0.639079673,0.358974359,0.707786527,0.995203705,0.598315114,0.397774444,0.641304348,0.864693446,1,0.467251857,0.473900438,1,1,280,0
232,0.000157092,0.00189911,1,0.987556457,0.957307483,0.959767861,1,1,0.954520308,0.999409121,0.845612052,0.948717949,0.974628171,0.994238933,0.617490288,0.107231311,0.97826087,1,1,0.952734639,0.950683413,1,1,183,1
233,0.999980959,0.997626113,0,0.125080653,0.282176661,0.207356286,0,0.002510986,0.002489512,0.625994471,0.258270925,0.230769231,0.487314086,0.992033739,0.49040112,0.448634318,0.27173913,0.627906977,1,0,0.011899565,1,0,159,1
234,0.476294637,0.831454006,0.626985204,0.665130427,0.668353779,0.546336235,0.507936508,0.50094162,0.453782675,0.86388672,0.577973912,0.358974359,0.723534558,0.994101108,0.458306983,0.402483692,0.663043478,0.864693446,1,0.476367319,0.4694395,1,1,247,0
235,0.999776263,0.997626113,0,0.1292285,0.300448943,0.215721643,0,0.002510986,0.002881379,0.628231371,0.30495579,0.230769231,0.480314961,0.99501075,0.602267594,0.43782049,0.282608696,0.627906977,1,0.01181634,0.011798816,1,0,294,0
236,0.999938115,1,0,0.128951977,0.289983129,0.221106841,0,0.001883239,0.002420359,0.626205499,0.259950179,0.230769231,0.495188101,0.992336954,0.500971181,0.458924896,0.282608696,0.627906977,1,0.011478731,0.01177083,1,0,160,1
237,0.999795305,0.998575668,0,0.128675454,0.291813217,0.227825269,0,0.002510986,0.001682726,0.626142191,0.255143214,0.230769231,0.503062117,0.991785655,0.48793929,0.448250602,0.282608696,0.627906977,1,0.012829169,0.01210666,1,0,148,1
238,0.595277255,0.73851632,0.238088774,0.005714812,0.034971834,0.024233393,0.29318394,0.210295041,0.085703748,0.001519404,0.02846774,0.025641026,0.009623797,0.001984674,0.070963953,0.992779154,0.032608696,0,0,0.125253207,0.132423235,0,0,200,1
239,0.000207075,0.001186944,1,0.992165177,0.957707815,0.970851959,1,1,0.956433544,0.999092578,0.908675617,0.948717949,0.957130359,0.994018413,0.762467251,0.120452088,0.97826087,1,1,0.955773126,0.949675924,1,1,194,1
240,0.999914314,0.997626113,0,0.12775371,0.284178319,0.214754398,0,0.002510986,0.001360011,0.626543145,0.268123612,0.230769231,0.50743657,0.992502343,0.511541241,0.446925036,0.293478261,0.627906977,1,0.010803511,0.012828693,1,0,214,0
241,0.000183274,0.000949555,1,0.987187759,0.970146693,0.969571014,1,1,0.954520308,0.999261401,0.849328696,0.948717949,0.98600175,0.994266498,0.621036227,0.110335926,0.956521739,1,1,0.955773126,0.955183531,1,1,163,1
242,0.999816726,0.997626113,0,0.129873721,0.307283177,0.243797872,0,0.002510986,0.002512563,0.627471669,0.290041464,0.230769231,0.491688539,0.993770329,0.560574578,0.4515994,0.304347826,0.627906977,1,0.001688049,0.015907132,1,0,208,0
243,0.000178513,0.000593472,1,0.986726887,0.968659747,0.986693854,1,1,0.955373196,0.999261401,0.840550413,0.948717949,0.967629046,0.994183803,0.601002801,0.127533401,0.967391304,1,1,0.959149223,0.946306433,1,1,166,1
244,0.999852429,0.997626113,0,0.128030233,0.259071802,0.226309048,0,0.002510986,0.003918676,0.626944099,0.277498786,0.230769231,0.474190726,0.99332929,0.532342578,0.449331985,0.293478261,0.627906977,1,0.008440243,0.007841623,1,0,224,0
245,0.999892892,0.997626113,0,0.126463269,0.301821509,0.230727002,0,0.002510986,0.004748513,0.629792981,0.3405146,0.256410256,0.494313211,0.997271073,0.709255579,0.433948442,0.293478261,0.627906977,1,0.008777853,0.010220416,1,0,251,0
246,0.23816993,0.297329377,0.597936745,0.640888561,0.725744188,0.725956134,0.617180205,0.616446955,0.588469872,0.853419714,0.651813356,0.846153846,0.804899388,0.994431887,0.665326588,0.198067464,0.717391304,0.854122622,1,0.605334234,0.607028915,1,1,263,0
247,0.59521537,0.737566766,0.238088774,0.008664393,0.015698722,0.026063315,0.29318394,0.210295041,0.087432576,0.000780805,0.018615053,0.025641026,0.009623797,0.001295551,0.051269311,0.990128022,0.02173913,0,0,0.129979743,0.138042785,0,0,207,0
248,0.999876231,0.997626113,0,0.12627892,0.284092534,0.244451416,0,0.002510986,0.002743073,0.628632325,0.311187336,0.230769231,0.49256343,0.995479354,0.634090704,0.434785642,0.293478261,0.627906977,1,0.014179608,0.014888449,1,0,279,0
249,0.999878611,0.999643917,0,0.129505024,0.321695119,0.207931404,0,0.002510986,0.002581716,0.628379091,0.302735354,0.230769231,0.489938758,0.995148575,0.612837655,0.435832141,0.282608696,0.627906977,1,0.009790682,0.006196057,1,0,289,0
250,0.999823867,0.997626113,0,0.126555443,0.31019988,0.221603534,0,0.002510986,0.004080033,0.631333488,0.37409173,0.256410256,0.482064742,0.999476267,0.804837835,0.423936931,0.315217391,0.627906977,1,0.013841999,0.01437351,1,0,222,0
251,0.833163944,0.999525223,0.060268766,0.18628445,0.317062709,0.239719761,0.14659197,0.145637163,0.129754276,0.650178319,0.290375723,0.230769231,0.486439195,0.99332929,0.471338874,0.43907629,0.315217391,0.651162791,1,0.149561107,0.151151336,1,0,177,1
252,0.000168992,0.000712166,1,0.986173841,0.979897629,0.9912948,1,1,0.954889125,0.999282504,0.843789544,0.948717949,0.962379703,0.994045978,0.599850935,0.127777584,0.97826087,1,1,0.949696151,0.948259843,1,1,184,1
253,0.23817231,0.297329377,0.597936745,0.63959812,0.713276715,0.707473924,0.617180205,0.616446955,0.590083445,0.853398611,0.646592546,0.846153846,0.804024497,0.994514582,0.645067305,0.198346531,0.706521739,0.854122622,1,0.60972316,0.607034512,1,1,292,0
254,0.99986195,0.997626113,0,0.127845884,0.282434017,0.226910308,0,0.002510986,0.001821032,0.625530209,0.249150425,0.230769231,0.489063867,0.991399746,0.463072545,0.446576203,0.282608696,0.627906977,1,0.001012829,0.008423727,1,0,193,1
255,0.000202315,0.000593472,1,0.984699051,0.962854937,0.972002196,1,1,0.954405053,0.999176989,0.866646505,0.948717949,0.962379703,0.994211368,0.664807119,0.115463774,0.97826087,1,1,0.948345712,0.943373521,1,1,226,0
256,0.999840528,0.99810089,0,0.125172827,0.295902319,0.215800068,0,0.002510986,0.004955973,0.627429464,0.281915783,0.230769231,0.512685914,0.993908154,0.564233445,0.440925106,0.27173913,0.627906977,1,0.001688049,0.010662592,1,0,299,0
257,0.238236575,0.297329377,0.597936745,0.639690294,0.700809242,0.725328732,0.617180205,0.616446955,0.5901987,0.853356406,0.657264964,0.846153846,0.777777778,0.994376757,0.688070286,0.205288311,0.717391304,0.854122622,1,0.611748818,0.61387984,1,1,237,0
258,0.238222294,0.297329377,0.597936745,0.641902479,0.712819193,0.70441534,0.617180205,0.616446955,0.591604813,0.853398611,0.646592546,0.846153846,0.796150481,0.994597277,0.648003433,0.192067534,0.717391304,0.854122622,1,0.601282917,0.606497185,1,1,308,0
259,0.999907173,0.998219585,0,0.130979814,0.294615539,0.229132356,0,0.002510986,0.003388502,0.629518644,0.335023199,0.256410256,0.491688539,0.997022989,0.683937122,0.430285694,0.293478261,0.627906977,1,0.009790682,0.016528417,1,0,241,0
260,0.999857189,0.997626113,0,0.127661536,0.305081353,0.252555355,0,0.002510986,0.002351206,0.629603056,0.331990991,0.230769231,0.509186352,0.997022989,0.692090523,0.433739143,0.293478261,0.627906977,1,0.013841999,0.015246667,1,0,212,0
261,0.999852429,0.997626113,0,0.125910222,0.288553373,0.207669987,0,0.002510986,0.002812226,0.626986304,0.275182848,0.230769231,0.482939633,0.993246596,0.539253772,0.442843688,0.282608696,0.627906977,1,0.006752194,0.008356562,1,0,224,0
262,0.238279418,0.297329377,0.597936745,0.637385934,0.719024334,0.717172509,0.617180205,0.616446955,0.590475312,0.853377509,0.661443204,0.846153846,0.776027997,0.994514582,0.71325323,0.210730108,0.72826087,0.854122622,1,0.606009453,0.605271406,1,1,194,1
263,0.999900033,0.997626113,0,0.12858328,0.266678105,0.212898335,0,0.002510986,0.002074593,0.627577184,0.285640385,0.230769231,0.502187227,0.993908154,0.574080766,0.459657446,0.304347826,0.627906977,1,0.004051317,0.007992746,1,0,203,0
264,0.999823867,0.999169139,0,0.126555443,0.286465929,0.228138969,0,0.001883239,0.002743073,0.626606453,0.273272795,0.230769231,0.488188976,0.992833122,0.512376908,0.440820456,0.293478261,0.627906977,1,0.003376097,0.008642017,1,0,249,0
265,0.833152043,0.997626113,0.060268766,0.182228777,0.347201967,0.231354404,0.14659197,0.145637163,0.130607164,0.65055817,0.292771247,0.230769231,0.475065617,0.993660069,0.495415123,0.443087871,0.326086957,0.651162791,1,0.14686023,0.149707268,1,0,165,1
266,0.999792925,0.997626113,0,0.130150244,0.281061451,0.225367945,0,0.002510986,0.00177493,0.626247705,0.259902428,0.230769231,0.49256343,0.992309389,0.492727437,0.445111103,0.282608696,0.627906977,1,0.01181634,0.012308157,1,0,204,0
267,0.238341303,0.297922849,0.597936745,0.636740713,0.734065368,0.695291873,0.617180205,0.616446955,0.590844129,0.853419714,0.643027115,0.846153846,0.797900262,0.994569712,0.665032975,0.199881397,0.706521739,0.854122622,1,0.606347063,0.602623949,1,1,232,0
268,0.999816726,0.997626113,0,0.12314499,0.290240485,0.245941495,0,0.002510986,0.003134941,0.627345052,0.283937255,0.230769231,0.496937883,0.993770329,0.56102629,0.444727387,0.293478261,0.627906977,1,0.012829169,0.010304374,1,0,217,0
269,0.999980959,0.997626113,0,0.127385012,0.306110778,0.225838496,0,0.002510986,0.003411553,0.628569017,0.311171419,0.230769231,0.47944007,0.995617178,0.634429488,0.43949489,0.282608696,0.627906977,1,0.013504389,0.011546943,1,0,185,1
270,0.999807206,0.999050445,0,0.133745046,0.274370192,0.216662745,0,0.002510986,0.001821032,0.627007407,0.276320921,0.230769231,0.500437445,0.993356855,0.532929804,0.444518087,0.282608696,0.627906977,1,0.007427414,0.006425541,1,0,179,1
271,0.999819107,0.997626113,0,0.131993732,0.283005919,0.220871566,0,0.002510986,0.004126135,0.62985629,0.332707261,0.230769231,0.489063867,0.997215944,0.710113831,0.417204451,0.282608696,0.627906977,1,0.006076975,0.018145996,1,0,258,0
272,0.999876231,0.999881306,0,0.125818048,0.275113666,0.223825582,0,0.002510986,0.00156747,0.629012176,0.318938966,0.230769231,0.496062992,0.996113347,0.658325052,0.4515994,0.304347826,0.627906977,1,0.005064146,0.013992903,1,0,174,1
273,0.000197555,0.000593472,1,0.990690386,0.97426439,0.960656681,1,1,0.953805726,0.999472429,0.827132295,0.948717949,0.981627297,0.994321627,0.583769988,0.12952175,0.97826087,1,1,0.950371371,0.950912897,1,1,151,1
274,0.999923834,0.997626113,0,0.126094571,0.294472563,0.234857397,0,0.002510986,0.002950532,0.629434233,0.329507923,0.256410256,0.478565179,0.99674734,0.670611618,0.440994872,0.293478261,0.627906977,1,0.005064146,0.009201733,1,0,193,1
275,0.238134228,0.297329377,0.597936745,0.641533782,0.7086729,0.715656288,0.617180205,0.616446955,0.589391914,0.853483023,0.706496566,0.846153846,0.774278215,0.994487017,0.813442949,0.197439565,0.717391304,0.854122622,1,0.609047941,0.609413306,1,1,202,0
276,0.47619467,0.831454006,0.626985204,0.661443451,0.666609476,0.55271482,0.507936508,0.50094162,0.453529113,0.863696794,0.584117914,0.358974359,0.706911636,0.993963284,0.460046075,0.406111557,0.663043478,0.864693446,1,0.472991222,0.471040288,1,1,164,1
277,0.999766743,0.997626113,0,0.128398931,0.279288553,0.230883852,0,0.002510986,0.002973584,0.628906662,0.319623401,0.230769231,0.477690289,0.996140912,0.652723823,0.42561133,0.315217391,0.627906977,1,0.010465901,0.011563735,1,0,181,1
278,0.238288939,0.299109792,0.597936745,0.639321596,0.718338052,0.691318328,0.617180205,0.616446955,0.58886174,0.853440817,0.608678005,0.846153846,0.784776903,0.994597277,0.571099467,0.205113894,0.706521739,0.854122622,1,0.602970966,0.615441448,1,1,148,1
279,0.238136608,0.299465875,0.597936745,0.637570283,0.711132081,0.7140355,0.617180205,0.616446955,0.588515974,0.853483023,0.623385409,0.846153846,0.78040245,0.994542147,0.600776945,0.196358182,0.695652174,0.854122622,1,0.603646185,0.602187371,1,1,181,1
280,0.999776263,0.998219585,0,0.130518942,0.294586943,0.221289833,0,0.002510986,0.00244341,0.631080254,0.361899229,0.256410256,0.491688539,0.999173053,0.783562201,0.429378728,0.315217391,0.627906977,1,0.005401756,0.01105999,1,0,297,0
281,0.000180893,0.001186944,1,0.985436446,0.961425181,0.985648184,1,1,0.956594901,0.999240298,0.850419018,0.948717949,0.962379703,0.994073543,0.612747312,0.131161266,0.956521739,1,1,0.945644835,0.945091849,1,1,255,0
282,0.238217534,0.298753709,0.597936745,0.640796387,0.702925281,0.727629206,0.617180205,0.616446955,0.587916647,0.853440817,0.616437593,0.846153846,0.78127734,0.994679971,0.588558135,0.198206998,0.706521739,0.854122622,1,0.61006077,0.609883467,1,1,200,1
283,0.999907173,0.997626113,0,0.129320675,0.290583626,0.22934149,0,0.002510986,0.003665115,0.626775276,0.270726059,0.230769231,0.496937883,0.993081206,0.531348812,0.441692538,0.293478261,0.627906977,1,0.008777853,0.014216789,1,0,207,0
284,0.999857189,0.997626113,0,0.131348511,0.314231792,0.230413301,0,0.002510986,0.003964778,0.630320552,0.34650739,0.256410256,0.468941382,0.998015326,0.725291354,0.430076394,0.293478261,0.627906977,1,0.006076975,0.006000157,1,0,171,1
285,0.833268672,0.997626113,0.060268766,0.181583556,0.323725372,0.209003215,0.14659197,0.145637163,0.132220737,0.650283833,0.286149732,0.230769231,0.485564304,0.99354981,0.476533562,0.428750828,0.336956522,0.651162791,1,0.142471303,0.153138328,1,0,162,1
286,0.999797685,0.997626113,0,0.129965895,0.281604758,0.240425588,0,0.002510986,0.005463095,0.629982907,0.342679326,0.256410256,0.496937883,0.997546723,0.725223597,0.436529808,0.293478261,0.627906977,1,0.001012829,0.017731806,1,0,194,1
287,0.999776263,0.997863501,0,0.124343257,0.285350719,0.22304133,0,0.002510986,0.002051542,0.626311014,0.260324231,0.230769231,0.486439195,0.992392083,0.505736742,0.449959884,0.282608696,0.627906977,1,0.004726536,0.009974141,1,0,168,1
288,0.476299398,0.831454006,0.626985204,0.659415614,0.674844871,0.54910726,0.507936508,0.50094162,0.452768429,0.86388672,0.589012423,0.358974359,0.69816273,0.994156238,0.451915259,0.410053371,0.663043478,0.864693446,1,0.470627954,0.470066382,1,1,148,1
289,0.238227055,0.297329377,0.597936745,0.638860724,0.721798061,0.70546101,0.617180205,0.616446955,0.589484118,0.853419714,0.623990259,0.846153846,0.7944007,0.994542147,0.583679646,0.204067395,0.695652174,0.854122622,1,0.612424038,0.611853668,1,1,209,0
290,0.238155649,0.298872404,0.597936745,0.640796387,0.71565011,0.710192665,0.617180205,0.616446955,0.588723434,0.853483023,0.625199959,0.846153846,0.787401575,0.994707536,0.5815566,0.197788398,0.717391304,0.854122622,1,0.610398379,0.605568056,1,1,257,0
291,0.999797685,0.997626113,0,0.133376348,0.304881187,0.228635663,0,0.002510986,0.003711217,0.62941313,0.326420005,0.256410256,0.488188976,0.99669221,0.683620923,0.441866955,0.293478261,0.627906977,1,0.013166779,0.011938745,1,0,219,0
292,0.238117566,0.297329377,0.597936745,0.638399853,0.717222842,0.705278017,0.617180205,0.616446955,0.592365497,0.853419714,0.611885301,0.846153846,0.797900262,0.994597277,0.55953564,0.186486204,0.72826087,0.854122622,1,0.604996624,0.606234118,1,1,133,1
293,0.999930975,0.99810089,0,0.129412849,0.292814046,0.224113141,0,0.002510986,0.003296298,0.629138793,0.325377434,0.230769231,0.476815398,0.996499256,0.671921583,0.442948338,0.315217391,0.627906977,1,0.006752194,0.010388331,1,0,172,1
294,0.238288939,0.299109792,0.597936745,0.637109411,0.70967373,0.701905733,0.617180205,0.616446955,0.590129547,0.853567434,0.609354482,0.846153846,0.779527559,0.994762666,0.55973891,0.195555866,0.717391304,0.854122622,1,0.604659014,0.608825604,1,1,148,1
295,0.99985957,0.997626113,0,0.130426767,0.302908124,0.224949677,0,0.002510986,0.003273247,0.628168063,0.307176226,0.230769231,0.494313211,0.994983185,0.592713886,0.445634353,0.293478261,0.627906977,1,0.010803511,0.015213084,1,0,190,1
296,0.238193732,0.297329377,0.597936745,0.638584201,0.718481027,0.691056911,0.617180205,0.616446955,0.589438016,0.853356406,0.645916069,0.846153846,0.788276465,0.994349192,0.634293974,0.19307915,0.717391304,0.854122622,1,0.608710331,0.609665178,1,1,239,0
297,0.238177071,0.299703264,0.597936745,0.637017237,0.71084613,0.706558963,0.617180205,0.616446955,0.590890231,0.853419714,0.622517927,0.846153846,0.778652668,0.994514582,0.598269943,0.193846583,0.706521739,0.854122622,1,0.602633356,0.606911375,1,1,154,1
298,0.999783404,0.997744807,0,0.124527606,0.299734065,0.20997046,0,0.002510986,0.003181043,0.626458733,0.265067528,0.230769231,0.477690289,0.992392083,0.521908031,0.446785502,0.27173913,0.627906977,1,0.003038488,0.012582418,1,0,205,0
299,0.238158029,0.298278932,0.597936745,0.643100747,0.729547339,0.699657543,0.617180205,0.616446955,0.589368863,0.853504126,0.694487111,0.846153846,0.774278215,0.994431887,0.782568434,0.202741829,0.72826087,0.854122622,1,0.607022282,0.605444918,1,1,219,0
300,0.999831008,0.998456973,0,0.129505024,0.309199051,0.222152511,0,0.002510986,0.002604767,0.628125857,0.301223229,0.230769231,0.474190726,0.994679971,0.607823652,0.437611191,0.304347826,0.627906977,1,0.009453072,0.007405044,1,0,227,0
301,0.833190126,0.999287834,0.060268766,0.188773159,0.337736982,0.251065276,0.14659197,0.146264909,0.132036328,0.653554772,0.362766711,0.230769231,0.467191601,0.998208281,0.676980757,0.43255311,0.347826087,0.651162791,1,0.149898717,0.146947868,1,0,191,1
302,0.476273216,0.832997033,0.626985204,0.661535625,0.66037574,0.577183489,0.507936508,0.50094162,0.451869439,0.864287674,0.611909177,0.384615385,0.697287839,0.994624842,0.514364441,0.40056511,0.684782609,0.864693446,1,0.474004051,0.474504931,1,1,197,1
303,0.99986671,0.997626113,0,0.129136326,0.26430471,0.232766058,0,0.002510986,0.002604767,0.626353219,0.265377912,0.230769231,0.503062117,0.992529908,0.496454061,0.443227404,0.282608696,0.627906977,1,0.005739365,0.010847298,1,0,269,0
304,0.999883371,0.997626113,0,0.128491105,0.269308856,0.208375814,0,0.002510986,0.00244341,0.628991074,0.318986717,0.230769231,0.504811899,0.995975522,0.645564188,0.449262218,0.304347826,0.627906977,1,0.009115463,0.014765311,1,0,237,0
305,0.833211548,0.997626113,0.060268766,0.188496636,0.32667067,0.243144329,0.14659197,0.145637163,0.131598359,0.650093908,0.282456964,0.230769231,0.485564304,0.992998511,0.464563195,0.430948477,0.336956522,0.651162791,1,0.147197839,0.155052557,1,0,198,1
306,0.999878611,0.997626113,0,0.129044152,0.305710446,0.212872193,0,0.002510986,0.004979024,0.631502311,0.373510756,0.256410256,0.483814523,0.999558961,0.806870539,0.430460111,0.293478261,0.627906977,1,0.010803511,0.011961133,1,0,221,0
307,1,0.997626113,0,0.134390266,0.307683509,0.230753144,0,0.002510986,0.002558665,0.627366155,0.281358684,0.230769231,0.489063867,0.993825459,0.568479537,0.447692469,0.282608696,0.627906977,1,0.008440243,0.012532044,1,0,184,1
308,0.595334379,0.736498516,0.238088774,0.002765232,0,0,0.29318394,0.210295041,0.087570882,0.00097073,0.019506411,0.025641026,0.016622922,0.001350681,0.044764658,0.989011756,0.02173913,0,0,0.127616475,0.137410305,0,0,150,1
309,0.999892892,0.997626113,0,0.126463269,0.287009236,0.248712519,0,0.002510986,0.003941727,0.627049613,0.277817128,0.230769231,0.489938758,0.993246596,0.557006053,0.454494715,0.293478261,0.627906977,1,0.007765024,0.012112257,1,0,201,0
310,0.999776263,0.997744807,0,0.132823302,0.290469246,0.207460853,0,0.002510986,0.001821032,0.626711967,0.263396232,0.230769231,0.488188976,0.992888252,0.538305177,0.45780863,0.293478261,0.627906977,1,0.003713707,0.012582418,1,0,184,1
311,0.999811966,0.997626113,0,0.130334593,0.300849275,0.235641649,0,0.002510986,0.002927481,0.630151729,0.346539224,0.256410256,0.49343832,0.997932631,0.732767188,0.437018174,0.293478261,0.627906977,1,0.004726536,0.014261567,1,0,214,0
312,0.595282015,0.736498516,0.238088774,0.007466126,0.026936605,0.031108671,0.29318394,0.210295041,0.087893596,0.000358748,0.004902468,0,0.021872266,0.000275649,0.015832505,0.989081522,0.02173913,0,0,0.126941256,0.128633957,0,0,149,1
313,0.999883371,0.997982196,0,0.130426767,0.303537217,0.235589366,0,0.002510986,0.004494952,0.631249077,0.374911461,0.256410256,0.47944007,0.999200617,0.812404011,0.423239265,0.304347826,0.627906977,1,0.014179608,0.006912494,1,0,196,1
314,0.999797685,0.998931751,0,0.13153286,0.287895685,0.219721329,0,0.002510986,0.004033931,0.627830418,0.288537298,0.230769231,0.496937883,0.994266498,0.581805041,0.447413402,0.27173913,0.627906977,1,0.003038488,0.004936696,1,0,146,1
315,0.999980959,0.999050445,0,0.131348511,0.302736553,0.224191567,0,0.002510986,0.004195288,0.6306793,0.353192573,0.256410256,0.496062992,0.998511495,0.755962598,0.43307636,0.293478261,0.627906977,1,0.005401756,0.012190617,1,0,226,0
316,0.000157092,0.000593472,1,0.98930777,0.957822196,0.974250386,1,1,0.953506062,0.999134784,0.868023334,0.948717949,0.974628171,0.994073543,0.665281417,0.126382251,0.97826087,1,1,0.946320054,0.948097525,1,1,229,0
317,0.476137546,0.831454006,0.626985204,0.660521707,0.665923194,0.566491517,0.507936508,0.50094162,0.452215204,0.863802309,0.582024815,0.358974359,0.699912511,0.994073543,0.450424609,0.410227788,0.673913043,0.864693446,1,0.47602971,0.476710213,1,1,162,1
318,0.000171373,0.000593472,1,0.989399945,0.961711132,0.981936057,1,1,0.954589461,0.999050372,0.890394824,0.948717949,0.975503062,0.993990848,0.732586503,0.123382286,0.956521739,1,1,0.952734639,0.944767214,1,1,237,0
319,0.999873851,0.997626113,0,0.125357176,0.30428069,0.229524482,0,0.002510986,0.001475266,0.626311014,0.264375134,0.230769231,0.488188976,0.992364518,0.519288102,0.441622772,0.315217391,0.627906977,1,0.008777853,0.01259921,1,0,156,1
320,0.999878611,0.997626113,0,0.132915476,0.292270739,0.23731472,0,0.002510986,0.002397308,0.626754173,0.267017374,0.230769231,0.489938758,0.992777992,0.524731231,0.446401786,0.282608696,0.627906977,1,0.004388926,0.011574929,1,0,234,0
321,0.999971438,0.997626113,0,0.128491105,0.291841812,0.231066844,0,0.002510986,0.003273247,0.628864456,0.313240643,0.230769231,0.489938758,0.995892828,0.64129551,0.427285729,0.293478261,0.627906977,1,0.009790682,0.013399604,1,0,178,1
322,0.238196112,0.298278932,0.597936745,0.635818969,0.714935232,0.712702272,0.617180205,0.616446955,0.589852934,0.853398611,0.631200707,0.846153846,0.783902012,0.994597277,0.602787063,0.194055883,0.72826087,0.854122622,1,0.607022282,0.613935812,1,1,195,1
323,0.999883371,0.997626113,0,0.130795465,0.317034114,0.220610148,0,0.002510986,0.001982389,0.629814084,0.339169605,0.256410256,0.491688539,0.997408898,0.707019604,0.423274148,0.304347826,0.627906977,1,0.011478731,0.010242805,1,0,218,0
324,0.476235133,0.833590504,0.626985204,0.662365195,0.669897915,0.543931195,0.507936508,0.50094162,0.452030796,0.86388672,0.570293909,0.358974359,0.700787402,0.993880589,0.451892673,0.394076813,0.652173913,0.864693446,1,0.472316003,0.474734415,1,1,174,1
325,0.238255617,0.297329377,0.597936745,0.643008572,0.692316491,0.712048728,0.617180205,0.616446955,0.589115301,0.853398611,0.630802779,0.846153846,0.776902887,0.994542147,0.631719216,0.184114138,0.706521739,0.854122622,1,0.607697502,0.608540148,1,1,156,1
326,0.999954777,0.997626113,0,0.12775371,0.267364388,0.228374245,0,0.001883239,0.002397308,0.626522042,0.272047178,0.230769231,0.490813648,0.992722862,0.521320806,0.443541354,0.282608696,0.627906977,1,0.006076975,0.008619628,1,0,178,1
327,0.999935735,0.997626113,0,0.132270255,0.30562466,0.233132042,0,0.002510986,0.003065788,0.628801148,0.314227503,0.230769231,0.485564304,0.995975522,0.647438793,0.437855374,0.293478261,0.627906977,1,0.013841999,0.005725896,1,0,184,1
328,0.999957157,0.997626113,0,0.121946723,0.2948443,0.228870938,0,0.002510986,0.003665115,0.629392027,0.326865684,0.230769231,0.511811024,0.996664645,0.674564098,0.428960128,0.304347826,0.627906977,1,0.000675219,0.009364051,1,0,262,0
329,0.999766743,0.999643917,0,0.125633699,0.289840153,0.235484799,0,0.002510986,0.002881379,0.626711967,0.268816006,0.230769231,0.491688539,0.992915817,0.522246815,0.448111068,0.282608696,0.627906977,1,0.006076975,0.014283955,1,0,176,1
330,0.99986433,0.997626113,0,0.127385012,0.328386377,0.219512195,0,0.002510986,0.003595961,0.627513875,0.288664635,0.230769231,0.489063867,0.994294063,0.585847863,0.451773817,0.293478261,0.627906977,1,0.007427414,0.010920061,1,0,186,1
331,0.000176133,0.00272997,1,0.99013734,0.980898459,0.966041879,1,1,0.954151491,0.999198092,0.834684961,0.948717949,0.971128609,0.994183803,0.59607914,0.122859037,0.989130435,1,1,0.950033761,0.953051013,1,1,144,1
332,0.999807206,0.997626113,0,0.129505024,0.304795402,0.229472198,0,0.002510986,0.003665115,0.629223205,0.322329309,0.256410256,0.482064742,0.996416561,0.670340591,0.444727387,0.304347826,0.627906977,1,0.009790682,0.011026407,1,0,242,0
333,0.999933355,0.997626113,0,0.129044152,0.314689314,0.223851724,0,0.002510986,0.003711217,0.629434233,0.325727611,0.230769231,0.487314086,0.99669221,0.67070196,0.433215893,0.304347826,0.627906977,1,0.007427414,0.006946077,1,0,190,1
334,0.238143748,0.297448071,0.597936745,0.63729376,0.699808413,0.720544794,0.617180205,0.616446955,0.592619059,0.853483023,0.615601945,0.846153846,0.789151356,0.994542147,0.578259102,0.214357973,0.706521739,0.854122622,1,0.613436867,0.608042001,1,1,159,1
