time,label,true_time,true_label,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41
0,0,2,2,2825.67,2286.09,2210.2778,2120.576,1.07,100,95.1089,0.123,1.3947,0.0075,-0.0146,0.9567,196.8942,9.1545,427.3193,726.8828,0.9911,58.1223,0.5998,0.9799,6.3147,15.77,6.442,15.81,15.77,1.617,2.521,1.006,3.204,-1.608,0.5812,0.9972,2.2631,1009.36,37.0776,89,167.4,228.9,96.2998,489.505,0.5996
9,0,13,2,2993.98,2456.25,2191.1333,2197.657,1.1569,100,89.7222,0.1251,1.5196,0.0183,-0.0008,0.9688,196.7611,6.9155,402.2797,731.7544,0.9617,57.7769,0.5945,0.9629,6.2308,15.89,3.365,15.92,15.89,0.9318,2.95,0.593,3.269,-0.4258,0.7965,0.9977,2.2805,1009.8612,43.3555,153,136.2,92.3,64.7,387.6471,0.5405
0,0,5,2,2948.57,2526.19,2216.5,1111.5436,0.8373,100,99.9867,0.1205,1.4684,0.0013,0.0044,0.9557,198.3955,7.0167,405.8735,749.3883,0.9908,59.1739,0.5975,0.9638,6.4398,15.89,3.365,15.92,15.89,0.9318,2.95,0.593,3.269,-0.4258,0.7965,0.9977,2.2805,1009.8612,43.3555,78,45.5,62,61,469.891,0.1151
0,0,9,2,2966.39,2507.22,2171.5,1028.444,0.7899,100,101.5122,0.1224,1.3487,0.005,0.0006,0.9632,201.9133,9.3365,412.841,717.4347,0.9908,59.0849,0.5962,0.9653,6.2765,15.77,6.889,15.86,15.75,1.702,3.991,1.175,3.895,0.0473,0.6423,0.9942,2.2757,1007.2099,39.4846,84,51.3,83.9,59.5,390.657,0.0802
26,1,26,1,3086.05,2417.34,2216.5,1111.5436,0.8373,100,99.9867,0.1205,1.4678,0.0024,-0.0017,0.9672,197.1539,7.7735,407.5213,844.8573,0.9912,58.4188,0.6,0.9608,6.5018,15.77,6.442,15.81,15.77,1.617,2.521,1.006,3.204,-1.608,0.5812,0.9972,2.2631,1009.36,37.0776,95,177.2,106.8,61,469.891,0.1151
14,0,19,1,2972.52,2454.8,2180.5556,1165.1351,0.7892,100,101.4578,0.1226,1.5424,0.0197,0.0034,0.9572,197.2811,9.2396,413.8255,747.2486,0.991,58.324,0.6073,0.9751,6.4344,15.77,6.442,15.81,15.77,1.617,2.521,1.006,3.204,-1.608,0.5812,0.9972,2.2631,1009.36,37.0776,132,121.1,138.1,54.0999,400.697,0.0727
1,0,7,1,2954.92,2412.76,2171.5,1028.444,0.7899,100,101.5122,0.1224,1.4418,-0.0002,0.0028,0.9621,201.3992,9.0371,416.5739,732.9829,0.9644,55.9929,0.6071,0.9634,6.4909,15.77,6.442,15.81,15.77,1.617,2.521,1.006,3.204,-1.608,0.5812,0.9972,2.2631,1009.36,37.0776,105,174.8,203.9,59.5,390.657,0.0802
17,1,17,1,2986.28,2483.71,2200.9889,1054.524,1.383,100,100.18,0.1201,1.5794,-0.0034,-0.0127,0.9652,202.7922,6.1691,396.617,720.5147,0.9907,57.2119,0.5993,0.9803,6.2897,15.89,3.365,15.92,15.89,0.9318,2.95,0.593,3.269,-0.4258,0.7965,0.9977,2.2805,1009.8612,43.3555,122,69.6,60.1,56.7,252.891,0.116
7,1,7,1,3111.64,2387.23,2206.5777,978.7832,1.3316,100,100.6189,0.1203,1.4706,0.0152,-0.0055,0.9701,195.4287,11.4383,420.3629,754.409,0.9908,59.1449,0.5945,0.9799,6.2957,15.92,3.751,15.95,15.9,0.9649,2.886,0.6097,3.11,-1.135,0.8391,0.9977,2.2588,1007.7856,35.8325,120,219.7,220.5,50.3999,152.272,0.1099
0,1,0,1,3093.57,2492.27,2210.2778,2120.576,1.07,100,95.1089,0.123,1.3527,0.0198,0.0076,0.9636,202.0896,10.8264,417.3761,715.3448,0.962,55.7894,0.5913,0.9677,6.2245,15.92,3.751,15.95,15.9,0.9649,2.886,0.6097,3.11,-1.135,0.8391,0.9977,2.2588,1007.7856,35.8325,138,76.1,112.2,96.2998,489.505,0.5996
72,0,100,2,2980.66,2437.21,2200.9889,1054.524,1.383,100,100.18,0.1201,1.3713,0.0102,0.0058,0.9786,192.5209,7.9153,413.656,838.093,0.9628,56.0791,0.601,0.9799,6.1502,15.92,3.751,15.95,15.9,0.9649,2.886,0.6097,3.11,-1.135,0.8391,0.9977,2.2588,1007.7856,35.8325,382,86,114.6,56.7,252.891,0.116
148,2,148,2,2977.29,2471.5,2214.7889,1687.4606,2.2073,100,97.3378,0.1226,1.5071,0.0045,-0.0011,0.956,203.714,4.8012,407.3098,731.6244,0.9919,58.7039,0.6023,0.9589,6.4045,15.86,3.541,15.84,15.91,0.9649,2.884,0.6238,3.293,0,0.8201,1.001,2.4025,1012.2367,35.3652,128,127.4,112.2,65.1001,584.842,0.3968
0,0,1,2,3184.83,2400.4,2189.9667,1046.6212,0.8662,100,102.3622,0.1208,1.4526,-0.0175,-0.0028,0.9698,196.1425,9.3415,410.2175,730.2048,0.9912,60.4792,0.598,0.9805,6.2018,15.8,5.952,15.86,15.8,1.834,2.413,0.9565,0,-1.797,0.5662,0.9963,2.2616,1014.2889,38.8694,60,184.4,122.6,55.5,471.6931,0.0513
24,0,57,2,2998.01,2479.77,2189.9667,1046.6212,0.8662,100,102.3622,0.1208,1.3952,-0.0198,0.0026,0.9668,203.0516,10.4533,412.0628,705.8754,0.9579,55.3361,0.5968,0.9805,6.1812,15.8,5.952,15.86,15.8,1.834,2.413,0.9565,0,-1.797,0.5662,0.9963,2.2616,1014.2889,38.8694,100,223.8,221.4,55.5,471.6931,0.0513
9,0,14,1,2973.56,2536.68,2189.9667,1046.6212,0.8662,100,102.3622,0.1208,1.3885,-0.0096,-0.0038,0.9708,193.9771,9.4738,407.3688,692.5674,0.9598,55.0011,0.5977,0.9648,6.3116,15.8,5.952,15.86,15.8,1.834,2.413,0.9565,0,-1.797,0.5662,0.9963,2.2616,1014.2889,38.8694,111,213.4,208.5,55.5,471.6931,0.0513
0,0,11,2,3221.21,2391.2,2189.9667,1046.6212,0.8662,100,102.3622,0.1208,1.4756,-0.0025,0.0025,0.967,203.1667,9.0615,405.7719,714.6349,0.9901,61.2828,0.6016,0.9809,6.1983,15.8,5.952,15.86,15.8,1.834,2.413,0.9565,0,-1.797,0.5662,0.9963,2.2616,1014.2889,38.8694,60,96.4,118.1,55.5,471.6931,0.0513
1,0,1,2,3000.38,2593.09,2191.1333,2197.657,1.1569,100,89.7222,0.1251,1.5947,0.0143,-0.0064,0.9707,193.561,8.7044,404.9775,729.4918,0.9906,59.3171,0.6052,0.9629,6.2005,15.8,5.952,15.86,15.8,1.834,2.413,0.9565,0,-1.797,0.5662,0.9963,2.2616,1014.2889,38.8694,101,86.3,62.6,64.7,387.6471,0.5405
0,0,2,1,2964.63,2494.75,0,0,0,0,0,0,1.4646,0.0021,0.0059,0.9759,201.8533,9.2058,404.0754,760.078,0.9913,58.1265,0.5975,0.98,6.3777,15.75,6.355,15.81,15.71,1.763,2.389,0.9902,2.939,-3.496,0.5638,0.9961,2.2564,1013.7167,43.9219,122,229.5,109.1,0,0,0
19,1,19,1,2990.58,2506.56,2194.3778,1265.1715,0.7588,100,100.1833,0.1204,1.5865,-0.0199,0.0021,0.955,198.7128,8.3273,398.6959,755.9234,0.9651,55.2776,0.5946,0.9618,6.4527,15.75,6.355,15.81,15.71,1.763,2.389,0.9902,2.939,-3.496,0.5638,0.9961,2.2564,1013.7167,43.9219,138,88.1,95.6,64.8999,370.8201,0.0891
1,0,9,2,3007,2572.62,2213.2111,2070.7147,1.9705,100,87.7411,0.1232,1.4446,-0.005,-0.0007,0.9692,202.6985,10.7994,409.8516,730.8786,0.9593,58.4451,0.6041,0.9652,6.2825,15.75,6.355,15.81,15.71,1.763,2.389,0.9902,2.939,-3.496,0.5638,0.9961,2.2564,1013.7167,43.9219,123,93.5,78.5,45.6001,555.2009,0.4698
22,0,36,1,2982.1,2572.78,0,0,0,0,0,0,1.4406,-0.0265,-0.0033,0.9635,201.5211,7.7663,414.7184,841.6825,0.991,57.5926,0.5968,0.9672,6.335,15.75,6.355,15.81,15.71,1.763,2.389,0.9902,2.939,-3.496,0.5638,0.9961,2.2564,1013.7167,43.9219,122,106.8,73.6,0,0,0
1,0,4,1,3091.76,2391.56,2315.2667,2360.1325,1.1259,100,90.1144,0.116,1.6107,0.025,0.0125,0.9702,197.0522,6.6389,403.4815,778.4773,0.9906,59.2288,0.5979,0.981,6.3197,15.89,3.365,15.92,15.89,0.9318,2.95,0.593,3.269,-0.4258,0.7965,0.9977,2.2805,1009.8612,43.3555,108,89.3,101.8,101.8,209.7002,0.5503
125,1,125,1,3013.66,2526.44,2185.2111,1141.6306,0.8447,100,100.5978,0.1217,1.5337,0.009,0.0058,0.9685,196.6199,8.6805,408.5064,771.5681,0.991,58.3383,0.5956,0.9653,6.462,15.92,3.751,15.95,15.9,0.9649,2.886,0.6097,3.11,-1.135,0.8391,0.9977,2.2588,1007.7856,35.8325,105,85.8,100.7,54.6001,465.702,0.0968
6,2,6,2,2982.87,2477.01,2315.2667,2360.1325,1.1259,100,90.1144,0.116,1.4695,0.0071,0.0215,0.9782,198.1811,6.8175,405.6568,748.3221,0.9905,59.0407,0.6025,0.9627,6.4048,15.81,3.886,15.87,15.77,1.135,3.23,0.6576,3.387,0,0.7759,0.9963,2.4012,1011.8444,37.028,138,64.9,102.2,101.8,209.7002,0.5503
17,0,17,2,3084.82,2387.42,2171.5,1028.444,0.7899,100,101.5122,0.1224,1.3603,-0.0031,0.0086,0.9575,197.5712,9.9421,409.1935,785.1909,0.9912,58.5202,0.609,0.9795,6.4334,15.75,6.355,15.81,15.71,1.763,2.389,0.9902,2.939,-3.496,0.5638,0.9961,2.2564,1013.7167,43.9219,120,192.8,181.7,59.5,390.657,0.0802
3,1,3,1,2955.87,2541.89,0,0,0,0,0,0,1.4493,-0.0194,-0.0018,0.9673,202.8336,8.6085,414.2447,747.3382,0.9905,59.4241,0.601,0.9806,6.3937,15.75,6.355,15.81,15.71,1.763,2.389,0.9902,2.939,-3.496,0.5638,0.9961,2.2564,1013.7167,43.9219,122,57.2,53.4,0,0,0
1,0,6,2,2914.86,2465.11,2210.2778,2120.576,1.07,100,95.1089,0.123,1.5817,0.0118,0,0.9686,196.5141,10.6901,417.2738,720.9188,0.9632,57.8296,0.5933,0.9595,6.4833,15.92,3.751,15.95,15.9,0.9649,2.886,0.6097,3.11,-1.135,0.8391,0.9977,2.2588,1007.7856,35.8325,105,218,78.5,96.2998,489.505,0.5996
110,1,110,1,3037.62,2431.93,2194.9556,2341.7833,2.3917,100,86.81,0.1231,1.4483,-0.0103,0.0151,0.954,197.9808,7.988,417.9604,727.0449,0.9639,59.2122,0.614,0.9669,6.4026,15.75,6.063,15.83,15.71,1.801,2.393,0.9527,2.908,-3.025,0.562,0.9953,2.2647,1001.8289,40.2179,99,93.1,120.2,47.8999,441.3691,0.5864
28,1,28,1,3097.63,2461.58,2194.9556,2341.7833,2.3917,100,86.81,0.1231,1.5347,-0.0254,0.0247,0.9578,198.269,8.0211,417.3277,750.0886,0.9665,56.9935,0.6018,0.9802,6.3692,15.75,6.063,15.83,15.71,1.801,2.393,0.9527,2.908,-3.025,0.562,0.9953,2.2647,1001.8289,40.2179,113,172.3,106.3,47.8999,441.3691,0.5864
97,2,97,2,3084.23,2433.67,2194.9556,2341.7833,2.3917,100,86.81,0.1231,1.3059,0.0013,-0.0045,0.9662,202.7612,8.8695,419.9316,773.5931,0.9625,57.2349,0.607,0.9639,6.3768,15.75,6.063,15.83,15.71,1.801,2.393,0.9527,2.908,-3.025,0.562,0.9953,2.2647,1001.8289,40.2179,128,177.2,97,47.8999,441.3691,0.5864
42,1,42,1,2919.84,2484.9,2213.2111,2070.7147,1.9705,100,87.7411,0.1232,1.4455,-0.0218,-0.0068,0.9688,194.2009,10.0361,415.7785,763.4517,0.9906,59.7421,0.602,0.9682,6.3086,15.92,3.751,15.95,15.9,0.9649,2.886,0.6097,3.11,-1.135,0.8391,0.9977,2.2588,1007.7856,35.8325,109,86,38.4,45.6001,555.2009,0.4698
5,2,5,2,3154.13,2368.12,2189.9667,1046.6212,0.8662,100,102.3622,0.1208,1.4478,-0.0017,0.0072,0.9709,195.5359,11.7306,413.9296,709.9516,0.9902,61.3327,0.5985,0.961,6.2939,15.75,6.023,15.82,15.75,1.805,2.485,0.9265,3.087,-3.496,0.5013,0.9953,2.2725,999.7303,41.2313,106,107.4,107.3,55.5,471.6931,0.0513
40,2,40,2,3054.81,2430.6,2060.66,1410.3599,3.8894,100,96.6256,0.1181,1.3813,0.0025,0.0028,0.9586,197.9105,6.4051,391.8645,727.3748,0.9905,58.359,0.6049,0.9625,6.492,15.75,6.023,15.82,15.75,1.805,2.485,0.9265,3.087,-3.496,0.5013,0.9953,2.2725,999.7303,41.2313,153,169.2,107,19.8,325.8619,3.225
2,1,2,1,2913.4,2496.01,2227.2444,1129.8739,1.2803,100,102.7956,0.1188,1.6316,-0.0195,-0.0008,0.9594,198.6364,10.2172,405.3073,762.0218,0.9639,56.7784,0.6055,0.9728,6.1959,15.75,6.355,15.81,15.71,1.763,2.389,0.9902,2.939,-3.496,0.5638,0.9961,2.2564,1013.7167,43.9219,99,85.5,99.8,66.0999,286.999,0.1245
0,0,1,2,3150.13,2531.81,2211.4334,2130.9862,1.1351,100,86.7956,0.1237,1.6383,-0.0154,0.0052,0.9621,198.602,7.3984,405.0001,776.8427,0.9913,57.3289,0.6009,0.9679,6.2212,15.75,6.063,15.83,15.71,1.801,2.393,0.9527,2.908,-3.025,0.562,0.9953,2.2647,1001.8289,40.2179,138,69.1,119.8,41.2,320.788,0.3033
7,0,8,2,3059.09,2555.69,2060.66,1410.3599,3.8894,100,96.6256,0.1181,1.5569,0.0095,0.0007,0.9707,197.4261,6.3965,402.1375,802.063,0.9914,57.9415,0.6123,0.9632,6.3366,15.75,6.063,15.83,15.71,1.801,2.393,0.9527,2.908,-3.025,0.562,0.9953,2.2647,1001.8289,40.2179,69,167,115.4,19.8,325.8619,3.225
60,1,60,1,3076.81,2521.25,2195.5,1027.5153,1.3548,100,105.8378,0.1203,1.5979,-0.0108,-0.0104,0.9548,197.9677,8.7861,424.223,742.9724,0.9907,59.173,0.6032,0.9618,6.3266,15.75,6.063,15.83,15.71,1.801,2.393,0.9527,2.908,-3.025,0.562,0.9953,2.2647,1001.8289,40.2179,84,160.9,105.4,57.8999,220.848,0.1292
90,1,90,1,3015.77,2440.94,2194.3778,1265.1715,0.7588,100,100.1833,0.1204,1.4802,-0.0038,0.013,0.9701,202.6978,6.5385,395.8045,738.1915,0.9603,57.5349,0.5999,0.9791,6.3182,15.91,3.429,15.98,15.87,1.097,2.892,0.5328,2.962,-1.702,0.7589,0.9956,2.2582,1006.74,40.6303,95,178.6,152.3,64.8999,370.8201,0.0891
2,2,2,2,2958.22,2467.5,2227.2444,1129.8739,1.2803,100,102.7956,0.1188,1.6157,-0.0112,0.0135,0.9604,198.824,7.0273,406.8979,710.4253,0.9642,56.2941,0.5981,0.9627,6.3099,15.75,6.063,15.83,15.71,1.801,2.393,0.9527,2.908,-3.025,0.562,0.9953,2.2647,1001.8289,40.2179,138,106.1,59.1,66.0999,286.999,0.1245
8,0,27,1,2945.9,2539.58,2227.2444,1129.8739,1.2803,100,102.7956,0.1188,1.5401,0.0036,-0.0036,0.9771,193.8465,7.9669,419.7281,781.5384,0.959,58.1897,0.5998,0.9636,6.2941,15.75,6.023,15.82,15.75,1.805,2.485,0.9265,3.087,-3.496,0.5013,0.9953,2.2725,999.7303,41.2313,112,79.3,66.1,66.0999,286.999,0.1245
0,0,4,1,3087.24,2470.28,2060.66,1410.3599,3.8894,100,96.6256,0.1181,1.3824,-0.007,0.001,0.9533,198.0719,5.5385,391.131,641.7353,0.9913,57.584,0.6069,0.9695,6.2053,15.84,3.234,15.91,15.82,1.182,2.735,0.5516,3.058,-2.647,0.8349,0.9956,2.3883,1012.9822,34.297,85,151.7,112.2,19.8,325.8619,3.225
1,0,1,2,2964.71,2495.7,2202.3556,1020.9264,0.8676,100,102.7833,0.12,1.4226,-0.013,0.0063,0.9688,202.9268,7.6657,409.497,720.0551,0.9603,59.7702,0.6027,0.9794,6.2564,15.75,6.063,15.83,15.71,1.801,2.393,0.9527,2.908,-3.025,0.562,0.9953,2.2647,1001.8289,40.2179,77,210.1,187.1,50.4001,169.519,0.1006
36,2,36,2,2964,2475.5,2227.2444,1129.8739,1.2803,100,102.7956,0.1188,1.491,-0.0159,0.0087,0.9718,198.7341,7.6855,400.5449,782.7267,0.9913,57.7835,0.5995,0.9644,6.3212,15.77,5.999,15.81,15.73,1.739,2.479,0.9472,3.046,-3.732,0.5524,0.9974,2.2668,1001.4417,47.0561,98,204.5,64.5,66.0999,286.999,0.1245
3,0,3,1,2980.29,2508.52,2060.66,1410.3599,3.8894,100,96.6256,0.1181,1.6057,0.0023,0.007,0.9695,200.0485,6.9335,403.5455,771.3075,0.9908,58.4119,0.606,0.9789,6.2146,15.77,5.999,15.81,15.73,1.739,2.479,0.9472,3.046,-3.732,0.5524,0.9974,2.2668,1001.4417,47.0561,128,147.5,76.6,19.8,325.8619,3.225
4,1,4,1,3048.93,2451.82,2197.3222,1586.9476,2.0983,100,97.6267,0.1249,1.5119,-0.0087,0.0051,0.9588,198.8367,8.7363,402.7519,733.7798,0.9604,57.3084,0.6046,0.98,6.2397,15.77,5.999,15.81,15.73,1.739,2.479,0.9472,3.046,-3.732,0.5524,0.9974,2.2668,1001.4417,47.0561,134,194.3,184.4,69.4001,357.4709,0.4463
7,0,8,1,3055.29,2705,0,0,0,0,0,0,1.4326,0.0138,-0.0096,0.969,202.0315,6.2035,401.1878,708.0301,0.9909,59.1439,0.5941,0.9654,6.5368,15.75,6.355,15.81,15.71,1.763,2.389,0.9902,2.939,-3.496,0.5638,0.9961,2.2564,1013.7167,43.9219,136,87.9,69.3,0,0,0
34,1,34,1,3001.53,2540.07,2060.66,1410.3599,3.8894,100,96.6256,0.1181,1.5317,-0.0036,-0.0045,0.9756,202.6478,6.5925,397.3771,683.5583,0.9906,58.2692,0.6023,0.963,6.3793,15.77,5.999,15.81,15.73,1.739,2.479,0.9472,3.046,-3.732,0.5524,0.9974,2.2668,1001.4417,47.0561,105,109.4,36.3,19.8,325.8619,3.225
3,0,22,1,3077.04,2469.1,2060.66,1410.3599,3.8894,100,96.6256,0.1181,1.541,0.0211,-0.0038,0.9709,198.243,8.3811,420.8628,743.8594,0.9912,57.2919,0.6063,0.9808,6.2611,15.77,5.999,15.81,15.73,1.739,2.479,0.9472,3.046,-3.732,0.5524,0.9974,2.2668,1001.4417,47.0561,125,147.1,81.4,19.8,325.8619,3.225
0,2,0,2,3062.47,2442.49,2168.7333,999.5929,1.3739,100,104.8544,0.1217,1.5498,0.0168,0.0055,0.9707,198.3204,6.9771,398.4584,686.2564,0.9904,60.4342,0.6087,0.9618,6.4393,15.77,5.999,15.81,15.73,1.739,2.479,0.9472,3.046,-3.732,0.5524,0.9974,2.2668,1001.4417,47.0561,104,184.3,129.6,57.0999,488.666,0.1271
0,0,1,2,3071.15,2501,2228.7222,2941.8341,1.7383,100,94.6056,0.1248,1.5431,-0.0093,0.0105,0.9557,198.7599,7.6825,414.7182,758.6616,0.9614,55.0432,0.611,0.9799,6.2848,15.84,3.234,15.91,15.82,1.182,2.735,0.5516,3.058,-2.647,0.8349,0.9956,2.3883,1012.9822,34.297,103,238,210.3,34.5,509.54,0.2936
5,0,27,2,3075.67,2516.47,2213.9111,1973.969,1.2541,100,96.9456,0.1238,1.5651,-0.0131,-0.0085,0.9574,198.0528,10.1733,410.23,703.4551,0.9909,58.3298,0.59,0.9801,6.2719,15.72,6.086,15.76,15.7,1.909,2.42,0.9297,3.076,-3.591,0.5949,0.9977,2.2553,999.2317,36.6647,122,132.3,92.7,58.0999,249.71,0.2048
60,1,60,1,2971.86,2528.73,2204.5,1768.1986,1.3398,100,91.8511,0.1257,1.457,-0.0068,-0.007,0.9612,198.5362,6.742,404.4262,749.4877,0.9586,58.0044,0.6102,0.961,6.4503,15.75,6.063,15.83,15.71,1.801,2.393,0.9527,2.908,-3.025,0.562,0.9953,2.2647,1001.8289,40.2179,120,62.6,86,49,1161.4069,0.2361
136,2,136,2,2892.86,2538.74,2197.3222,1586.9476,2.0983,100,97.6267,0.1249,1.562,0.0069,-0.0021,0.9541,200.9097,8.9836,414.9654,768.5416,0.9916,57.6476,0.6024,0.966,6.2123,15.77,5.999,15.81,15.73,1.739,2.479,0.9472,3.046,-3.732,0.5524,0.9974,2.2668,1001.4417,47.0561,123,123.2,87.8,69.4001,357.4709,0.4463
20,2,20,2,2996.69,2461.17,2211.4334,2130.9862,1.1351,100,86.7956,0.1237,1.4056,0.0013,-0.002,0.9788,202.4076,9.4042,413.8739,669.9954,0.9659,57.7433,0.6034,0.97,6.2452,15.84,3.234,15.91,15.82,1.182,2.735,0.5516,3.058,-2.647,0.8349,0.9956,2.3883,1012.9822,34.297,113,136.2,103.8,41.2,320.788,0.3033
2,0,15,2,2999.04,2438.56,2184.7222,1009.0221,1.3187,100,101.9178,0.1219,1.4684,-0.0116,-0.0053,0.9661,201.7261,9.9037,404.6782,820.6111,0.9907,57.2868,0.603,0.9681,6.3398,15.84,3.234,15.91,15.82,1.182,2.735,0.5516,3.058,-2.647,0.8349,0.9956,2.3883,1012.9822,34.297,95,141.2,133.1,55,322.512,0.1036
56,1,56,1,3037.98,2370.44,2168.7333,999.5929,1.3739,100,104.8544,0.1217,1.4938,0.0078,0.001,0.9503,200.1397,6.4924,396.4098,742.2486,0.9663,56.4374,0.6005,0.964,6.3673,15.77,5.999,15.81,15.73,1.739,2.479,0.9472,3.046,-3.732,0.5524,0.9974,2.2668,1001.4417,47.0561,117,178.5,184.3,57.0999,488.666,0.1271
1,2,1,2,3024.67,2620.96,2206.1444,1876.9899,2.0607,100,95.9511,0.1246,1.5648,0.0153,-0.0165,0.9767,201.3019,11.3511,412.1426,749.6808,0.9905,59.7179,0.6092,0.9809,6.2877,15.72,6.086,15.76,15.7,1.909,2.42,0.9297,3.076,-3.591,0.5949,0.9977,2.2553,999.2317,36.6647,110,192.6,207.9,51.3,231.8831,0.4256
0,0,5,1,3034.43,2586.86,2197.3222,1586.9476,2.0983,100,97.6267,0.1249,1.5842,-0.0143,0.0049,0.9561,202.5048,10.391,412.7687,813.8892,0.9911,58.9229,0.6061,0.9616,6.3897,15.72,6.086,15.76,15.7,1.909,2.42,0.9297,3.076,-3.591,0.5949,0.9977,2.2553,999.2317,36.6647,83,188.2,178.5,69.4001,357.4709,0.4463
0,1,0,1,3044.39,2526.85,2211.4334,2130.9862,1.1351,100,86.7956,0.1237,1.3656,-0.0251,0.0018,0.9685,198.6158,11.2013,419.332,749.7237,0.9911,57.7032,0.5926,0.9672,6.3515,15.72,6.086,15.76,15.7,1.909,2.42,0.9297,3.076,-3.591,0.5949,0.9977,2.2553,999.2317,36.6647,118,150.9,73.3,41.2,320.788,0.3033
23,0,38,2,3040.48,2512.03,2206.1444,1876.9899,2.0607,100,95.9511,0.1246,1.6242,0.0327,-0.0061,0.9699,196.1811,8.2135,396.3313,816.1701,0.9908,58.6145,0.6064,0.9618,6.3541,15.72,6.086,15.76,15.7,1.909,2.42,0.9297,3.076,-3.591,0.5949,0.9977,2.2553,999.2317,36.6647,96,150,124.5,51.3,231.8831,0.4256
90,0,98,1,3082.05,2447.43,2210.2778,2120.576,1.07,100,95.1089,0.123,1.5367,0.0285,0.0111,0.9465,202.0811,5.7163,398.6099,724.6724,0.9909,59.0689,0.5975,0.9654,6.2974,15.84,3.234,15.91,15.82,1.182,2.735,0.5516,3.058,-2.647,0.8349,0.9956,2.3883,1012.9822,34.297,140,148.9,119.9,96.2998,489.505,0.5996
0,0,0,2,3101.48,2577.44,2168.7333,999.5929,1.3739,100,104.8544,0.1217,1.6045,-0.0086,-0.0037,0.9561,198.6182,9.2542,399.3783,751.3749,0.962,57.9356,0.6097,0.9609,6.3785,15.72,6.003,15.72,15.74,2.154,2.415,0.9419,2.893,-3.779,0.5708,0.9997,2.2472,1010.15,34.2455,106,186.3,161.7,57.0999,488.666,0.1271
2,0,2,1,2947.91,2456.68,2195.5,1027.5153,1.3548,100,105.8378,0.1203,1.4765,0.0103,-0.0049,0.9731,198.5925,8.6061,415.4245,677.937,0.9631,58.0706,0.6001,0.9781,6.3119,15.72,6.003,15.72,15.74,2.154,2.415,0.9419,2.893,-3.779,0.5708,0.9997,2.2472,1010.15,34.2455,150,198.9,155.8,57.8999,220.848,0.1292
1,1,1,1,2928.24,2524.91,2227.2444,1129.8739,1.2803,100,102.7956,0.1188,1.6373,-0.0139,0.0062,0.9701,198.7602,6.5954,400.8162,790.1335,0.9635,55.7695,0.5994,0.9797,6.3053,15.77,5.999,15.81,15.73,1.739,2.479,0.9472,3.046,-3.732,0.5524,0.9974,2.2668,1001.4417,47.0561,109,207.2,138.4,66.0999,286.999,0.1245
10,0,18,1,3074.24,2426.86,2213.9111,1973.969,1.2541,100,96.9456,0.1238,1.6539,-0.0149,-0.0039,0.9565,197.6004,9.5004,406.2055,658.7094,0.9907,58.3601,0.6005,0.9681,6.3071,15.72,6.086,15.76,15.7,1.909,2.42,0.9297,3.076,-3.591,0.5949,0.9977,2.2553,999.2317,36.6647,167,164.5,157.3,58.0999,249.71,0.2048
7,1,7,1,2941.85,2462.75,2172.3111,1202.5347,1.2955,100,101.3556,0.1212,1.4078,0.0146,-0.0112,0.9666,201.29,7.9037,411.4624,776.5064,0.9637,56.4884,0.6083,0.9805,6.2491,15.72,6.003,15.72,15.74,2.154,2.415,0.9419,2.893,-3.779,0.5708,0.9997,2.2472,1010.15,34.2455,113,75.5,67.3,58.5,379.287,0.1556
11,2,11,2,2945.05,2469.59,2204.5,1768.1986,1.3398,100,91.8511,0.1257,1.3786,0.0069,0.0023,0.968,201.3292,12.3825,420.4913,732.3867,0.964,57.7312,0.5951,0.9651,6.3677,15.72,6.086,15.76,15.7,1.909,2.42,0.9297,3.076,-3.591,0.5949,0.9977,2.2553,999.2317,36.6647,111,209,94,49,1161.4069,0.2361
11,0,37,2,3066.18,2539.01,2180.5556,1165.1351,0.7892,100,101.4578,0.1226,1.4454,0.0177,0.0017,0.9757,201.1718,9.9407,398.6914,740.6909,0.9907,59.108,0.604,0.9629,6.4108,15.84,3.234,15.91,15.82,1.182,2.735,0.5516,3.058,-2.647,0.8349,0.9956,2.3883,1012.9822,34.297,169,232.1,193.4,54.0999,400.697,0.0727
8,1,8,1,3087.64,2403.24,2197.3222,1586.9476,2.0983,100,97.6267,0.1249,1.4314,0.02,0.0062,0.9691,196.2512,6.3496,402.4503,789.4535,0.9912,58.0251,0.6025,0.9802,6.1926,15.72,6.003,15.72,15.74,2.154,2.415,0.9419,2.893,-3.779,0.5708,0.9997,2.2472,1010.15,34.2455,120,84.4,112.5,69.4001,357.4709,0.4463
1,0,5,1,3043.12,2473.67,2180.5556,1165.1351,0.7892,100,101.4578,0.1226,1.4276,0.0121,-0.0051,0.9672,202.444,9.7066,398.1627,740.8483,0.9907,59.1332,0.6002,0.9792,6.2937,15.84,3.234,15.91,15.82,1.182,2.735,0.5516,3.058,-2.647,0.8349,0.9956,2.3883,1012.9822,34.297,136,127.9,84,54.0999,400.697,0.0727
